"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
3240180~486608~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3240181~486608~A~59392~~~1~~~mg~~N~16-mar-2017 00:00:00~~50~S
3240182~486608~A~55432~~~1~~~mg~~N~16-mar-2017 00:00:00~~50~S
3252999~488377~E~93379~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253000~488377~E~93278~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253001~488377~E~53016~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253002~488377~E~53017~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253003~488377~E~55750~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253004~488377~E~55458~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253005~488377~E~93316~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253006~488377~E~93242~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253007~488377~A~100360~~~1~~~mg~~N~06-apr-2017 00:00:00~~.0125~PILA
3253008~488378~E~93242~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253009~488378~A~59791~~4~1~~~mg~~N~06-apr-2017 00:00:00~~375~S
3253010~488378~E~52641~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253011~488378~E~52543~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253012~488378~E~53016~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253013~488378~E~93278~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253014~488378~E~58409~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253015~488378~E~55458~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253016~488378~E~53017~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3253017~488378~E~58306~~~1~~~~~N~06-apr-2017 00:00:00~~~S
3220371~484197~A~89842~~~~~~mg~Equivent to azithromycin monohydrate 511.35 mg~~04-apr-2017 00:00:00~~500~S
3220372~484197~E~95202~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3220373~484197~E~57944~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3220374~484197~E~53016~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3220375~484197~E~68471~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3220376~484197~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3220377~484197~E~4271~~~~~~mg~approx.~~04-apr-2017 00:00:00~~~PI
3213131~483288~A~54991~~~~~~mg~~~04-apr-2017 00:00:00~~20~S
3213124~483288~E~93242~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213125~483288~E~52225~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213126~483288~E~55458~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213127~483288~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213128~483288~E~93285~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213129~483288~E~93283~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213130~483288~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213132~483288~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213133~483288~E~58259~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213134~483288~E~53017~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213135~483288~E~95113~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213155~483290~A~54991~~~~~~mg~~~04-apr-2017 00:00:00~~20~S
3213152~483290~E~93283~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213153~483290~E~93242~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213154~483290~E~55458~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213156~483290~E~93285~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213157~483290~E~53017~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213158~483290~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213159~483290~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213160~483290~E~58259~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213161~483290~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213162~483290~E~95113~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213163~483290~E~52225~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213174~483291~A~54991~~~~~~mg~N/A~~04-apr-2017 00:00:00~~20~S
3213164~483291~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213165~483291~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213166~483291~E~93278~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213167~483291~E~93287~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213168~483291~E~102811~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213169~483291~E~55886~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213170~483291~E~55887~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213171~483291~E~94457~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213172~483291~E~68471~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213173~483291~E~55549~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213175~483291~E~93285~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213176~483291~E~55888~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213177~483291~E~52641~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213178~483291~E~56281~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213179~483291~E~53463~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213327~483306~A~54991~~~~~~mg~~~04-apr-2017 00:00:00~~20~S
3213324~483306~E~93283~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213325~483306~E~93242~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213326~483306~E~55458~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213328~483306~E~93285~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213329~483306~E~53017~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213330~483306~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213331~483306~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213332~483306~E~58259~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213333~483306~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213334~483306~E~95113~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213335~483306~E~52225~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3253835~488479~A~103344~~~~~~mg~~~11-apr-2017 00:00:00~~10.396~S
3253828~488479~E~79271~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253829~488479~E~58409~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253830~488479~E~55950~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253832~488479~E~93278~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253834~488479~E~55888~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253836~488479~E~93242~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253837~488479~E~55750~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253838~488479~E~93379~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253840~488479~E~54420~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253841~488479~E~57908~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253849~488480~A~103344~~~~~~mg~~~11-apr-2017 00:00:00~~20.791~S
3253842~488480~E~57908~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253843~488480~E~93278~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253844~488480~E~55750~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253845~488480~E~93242~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253846~488480~E~55888~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253848~488480~E~79271~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253850~488480~E~58409~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253851~488480~E~93379~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253852~488480~E~55950~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253854~488480~E~54420~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253865~488481~A~103344~~~~~~mg~~~11-apr-2017 00:00:00~~41.583~S
3253856~488481~E~57908~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253857~488481~E~54420~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253858~488481~E~93379~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253860~488481~E~58409~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253861~488481~E~55888~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253862~488481~E~93242~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253863~488481~E~55750~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253866~488481~E~79271~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253867~488481~E~93278~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3253868~488481~E~55950~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3230616~485422~E~93379~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3230617~485422~E~57908~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3230618~485422~E~93278~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3230619~485422~E~55888~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233271~485713~A~52262~~~~~~mg~~~19-apr-2017 00:00:00~~10~S
3233267~485713~E~55458~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233268~485713~E~54400~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233269~485713~E~58409~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233270~485713~E~93242~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233272~485713~E~55955~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233273~485714~A~52262~~~~~~mg~~~19-apr-2017 00:00:00~~25~S
3233274~485714~E~55955~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3233275~485714~E~58409~~~~~~mg~~~19-apr-2017 00:00:00~~~S
3238670~486443~E~53757~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238671~486443~A~56335~~~1~~~mg~~N~16-mar-2017 00:00:00~~150~S
3238672~486443~E~53800~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238673~486443~E~55927~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238674~486443~E~93224~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238675~486443~E~93285~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238676~486443~E~57893~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238677~486443~E~93287~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238678~486443~E~57932~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238679~486443~E~93309~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238680~486444~A~93010~~~1~~~microgram~~N~16-mar-2017 00:00:00~~1000~S
3238681~486444~E~52877~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238682~486444~E~55775~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238683~486444~E~2463~~~1~~~mg~~N~16-mar-2017 00:00:00~~~PI
3238684~486444~E~98255~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238685~486444~E~53016~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238686~486444~E~58055~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238687~486444~E~58409~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238688~486444~E~54400~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238692~486446~A~65903~~20.83~1~~~mg/g~~N~16-mar-2017 00:00:00~~47.62~S
3238693~486446~E~98255~~~1~~~mg/g~~N~16-mar-2017 00:00:00~~~S
3238695~486446~E~93316~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238700~486448~A~93010~~~1~~~microgram~~N~16-mar-2017 00:00:00~~1000~S
3238701~486448~E~52877~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238703~486448~E~55775~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238704~486448~E~98255~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238705~486448~E~53016~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238706~486448~E~58055~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238708~486448~E~58409~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238709~486448~E~54400~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238711~486448~E~2463~~~1~~~mg~~N~16-mar-2017 00:00:00~~~PI
3238716~486449~E~53757~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238717~486449~E~93224~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238718~486449~E~93260~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238719~486449~A~53586~~~1~~~mg~~N~16-mar-2017 00:00:00~~1000~S
3238720~486449~E~53800~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238721~486449~E~55927~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238722~486450~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238723~486450~E~57908~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238724~486450~A~59162~~5~1~~~mg~~N~16-mar-2017 00:00:00~~10~S
3238725~486450~A~71964~~5~1~~~mg~~N~16-mar-2017 00:00:00~~300~S
3238726~486450~E~93287~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238727~486450~E~93379~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238728~486450~A~59168~~50~1~~~mg~~N~16-mar-2017 00:00:00~~18~S
3238729~486450~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238730~486450~E~93285~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238731~486450~A~59791~~9~1~~~mg~~N~16-mar-2017 00:00:00~~6.3~S
3238732~486450~E~93283~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238733~486450~E~53017~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238734~486450~E~93242~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238735~486450~E~57948~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238736~486450~A~52224~~~1~~~mg~~N~16-mar-2017 00:00:00~~500~S
3238737~486450~E~93278~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238738~486451~A~102244~~~1~~~mg~~N~16-mar-2017 00:00:00~~278~S
3238739~486451~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238740~486451~A~67593~~~1~~~mg~~N~16-mar-2017 00:00:00~~750~S
3238741~486451~E~93242~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238742~486451~E~55458~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238743~486451~E~93379~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238744~486451~E~53017~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238745~486451~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238746~486451~E~52543~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238747~486452~E~52641~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238748~486452~E~51919~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238749~486452~A~52525~~~1~~~g~~N~16-mar-2017 00:00:00~~1.616~S
3238750~486452~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238751~486452~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238752~486452~E~93316~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238753~486452~E~93242~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238754~486452~E~53017~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238755~486452~E~4455~~~1~~~mg~~N~16-mar-2017 00:00:00~~~PI
3238756~486453~A~52686~~~1~~~mg~~N~16-mar-2017 00:00:00~~15~S
3238757~486453~A~58268~~~1~~~mg~~N~16-mar-2017 00:00:00~~15~S
3238758~486453~A~89807~~~1~~~mg~~N~16-mar-2017 00:00:00~~15~S
3238759~486453~A~54333~~~1~~~mg~~N~16-mar-2017 00:00:00~~15~S
3238760~486453~A~62088~~70~1~~~mg~~N~16-mar-2017 00:00:00~~200~S
3238761~486453~A~83764~~120~1~~~mg~~N~16-mar-2017 00:00:00~~18.75~S
3238762~486453~A~59174~~4~1~~~mg~~N~16-mar-2017 00:00:00~~187.5~S
3238763~486453~E~93316~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238764~486453~A~59792~~~1~~~mg~~N~16-mar-2017 00:00:00~~150~S
3238765~486453~A~76562~~~1~~~mg~~N~16-mar-2017 00:00:00~~15~S
3238766~486453~E~93242~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238767~486453~E~52543~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238768~486453~E~53016~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238769~486453~E~53017~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238770~486453~E~55458~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238771~486453~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238772~486453~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238773~486453~E~93278~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238774~486453~E~57948~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238775~486453~E~52641~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238776~486454~E~93242~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238777~486454~E~58409~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238778~486454~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238779~486454~E~52543~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238780~486454~E~53017~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238781~486454~A~91529~~50~1~~~mg~~N~16-mar-2017 00:00:00~~200~S
3238782~486455~E~93283~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238783~486455~E~53016~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238784~486455~E~93285~~~1~~~mg~~N~16-mar-2017 00:00:00~~~S
3238785~486455~E~52543~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238786~486455~A~56450~~~1~~~mg~~N~16-mar-2017 00:00:00~~243~S
3238787~486455~E~93278~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238788~486455~A~91676~~~1~~~mg~~N~16-mar-2017 00:00:00~~61.8~S
3238789~486455~A~53631~~~1~~~mg~~N~16-mar-2017 00:00:00~~16~S
3238790~486455~E~52641~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238791~486455~E~57948~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3238792~486455~A~58409~~~1~~~mg~~N~16-mar-2017 00:00:00~~98.2~S
3238793~486455~E~54400~~~1~~~~~N~16-mar-2017 00:00:00~~~S
3226818~484999~A~56063~~~~~~mg~~~04-apr-2017 00:00:00~~10~S
3226814~484999~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3226815~484999~E~55950~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3226816~484999~E~93242~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3226817~484999~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3226819~484999~E~104467~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3255657~488680~E~53017~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255658~488681~A~53586~~~1~~~mg~~N~10-apr-2017 00:00:00~~1000~S
3255659~488681~E~93260~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255660~488681~E~55927~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255661~488681~E~53757~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255662~488681~E~53800~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255663~488681~E~93224~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255664~488682~E~93224~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255665~488682~E~53757~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255666~488682~A~105478~~~1~~~g~~N~10-apr-2017 00:00:00~~1.5~S
3255667~488682~E~53800~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255668~488682~E~54284~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255669~488682~E~54997~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255670~488683~A~91390~~~1~~~mg~~N~10-apr-2017 00:00:00~~400~S
3255671~488683~E~53790~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255672~488683~E~53729~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255673~488683~E~108103~~~1~~~mg~~N~10-apr-2017 00:00:00~~~PI
3255674~488683~E~55750~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255675~488683~E~54400~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255676~488683~E~90352~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255677~488683~E~52121~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255678~488684~E~58409~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255679~488684~E~85~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~~PI
3255680~488684~E~97472~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~~S
3255681~488684~A~101314~~~1~~~billion CFU/g~~N~10-apr-2017 00:00:00~~3.85~S
3255682~488684~A~94965~~~1~~~billion CFU/g~~N~10-apr-2017 00:00:00~~3~S
3255683~488684~A~89827~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~250~S
3255684~488684~A~104373~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~100~S
3255685~488684~A~100499~~~1~~~billion CFU/g~~N~10-apr-2017 00:00:00~~2~S
3255686~488684~A~101288~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~200~S
3255687~488684~A~104047~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~250~S
3255688~488684~A~91037~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~100~S
3255689~488684~A~102786~~~1~~~million CFU/g~~N~10-apr-2017 00:00:00~~250~S
3255690~488685~A~58055~~~1~~~g~~N~10-apr-2017 00:00:00~~1.62~S
3255691~488685~E~93224~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255692~488685~E~98255~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255693~488685~E~2742~~~1~~~~~N~10-apr-2017 00:00:00~~~PI
3255694~488685~E~55458~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255695~488685~A~52877~~~1~~~mg~~N~10-apr-2017 00:00:00~~672~S
3255696~488685~E~106863~~~1~~~mg~~N~10-apr-2017 00:00:00~~~PI
3255697~488685~A~55795~~~1~~~mg~~N~10-apr-2017 00:00:00~~87.5~S
3255698~488685~E~54420~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255699~488685~A~55775~~~1~~~mg~~N~10-apr-2017 00:00:00~~378~S
3255700~488685~A~55431~~~1~~~mg~~N~10-apr-2017 00:00:00~~149~S
3255701~488685~E~57908~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255702~488685~E~93379~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255703~488686~E~58409~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255704~488686~E~54400~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255705~488686~E~93242~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255706~488686~E~95202~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255707~488686~E~12526~~~1~~~~~N~10-apr-2017 00:00:00~~~PI
3255708~488686~A~90348~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255709~488686~A~72514~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255710~488686~A~60363~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255711~488686~A~60193~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255712~488686~A~83483~~~1~~~mg~~N~10-apr-2017 00:00:00~~10~S
3255713~488686~A~59904~~~1~~~mg~~N~10-apr-2017 00:00:00~~40~S
3255714~488686~A~83485~~~1~~~mg~~N~10-apr-2017 00:00:00~~5~S
3255715~488686~A~62450~~~1~~~mg~~N~10-apr-2017 00:00:00~~20~S
3255716~488686~A~63464~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255717~488686~A~62041~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255718~488686~A~59156~~~1~~~mg~~N~10-apr-2017 00:00:00~~25~S
3255719~488686~A~59699~~~1~~~mg~~N~10-apr-2017 00:00:00~~16~S
3255720~488686~A~59166~~~1~~~mg~~N~10-apr-2017 00:00:00~~16~S
3255721~488686~A~62088~~~1~~~mg~~N~10-apr-2017 00:00:00~~35~S
3255722~488686~A~59174~~~1~~~mg~~N~10-apr-2017 00:00:00~~16~S
3255723~488686~A~60138~~~1~~~mg~~N~10-apr-2017 00:00:00~~55~S
3255724~488686~A~60280~~~1~~~mg~~N~10-apr-2017 00:00:00~~38~S
3255725~488686~A~62337~~~1~~~mg~~N~10-apr-2017 00:00:00~~3~S
3255726~488686~A~72121~~~1~~~mg~~N~10-apr-2017 00:00:00~~38~S
3255727~488686~A~72204~~~1~~~mg~~N~10-apr-2017 00:00:00~~15~S
3255728~488686~A~62606~~~1~~~mg~~N~10-apr-2017 00:00:00~~15~S
3255729~488686~A~60900~~~1~~~mg~~N~10-apr-2017 00:00:00~~3~S
3255730~488687~A~100360~~~1~~~microgram/mL~~N~10-apr-2017 00:00:00~~10~S
3255731~488687~E~58203~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255732~488687~E~111507~~~1~~~microgram/mL~~N~10-apr-2017 00:00:00~~~PI
3255733~488688~A~55594~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~5.75~S
3255734~488688~E~93316~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255735~488688~E~52877~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255736~488688~E~98255~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255737~488688~E~58409~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255738~488688~E~111508~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~~PI
3255739~488688~A~56053~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~344.8~S
3255740~488688~A~52224~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~34.5~S
3255741~488688~A~52560~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~20.7~S
3255742~488688~A~93364~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~20.7~S
3255743~488688~E~107000~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255744~488688~E~110780~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255745~488688~A~59392~~~1~~~mg/g~~N~10-apr-2017 00:00:00~~344.8~S
