DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
102890,02540193,adtralza,tralokinumab,solution,subcutaneous,approved,04.08.2023,approved,leo pharma inc,2023,leo,biologics,HealthCanada
102891,02540207,arexvy,respiratory syncytial virus prefusion f protein (rsvpref3),powder,intramuscular,approved,04.08.2023,approved,glaxosmithkline inc,2023,glaxosmithkline,vaccine,HealthCanada
102892,02540215,imbruvica,ibrutinib,suspension,oral,approved,04.08.2023,approved,janssen inc,2023,janssen,small molecule,HealthCanada
102895,02540258,ozempic,semaglutide,solution,subcutaneous,approved,04.08.2023,approved,novo nordisk canada inc,2023,novo nordisk,peptides and proteins,HealthCanada
102897,02540274,tums chewy bites with gas relief,calcium carbonate; simethicone,tablet,oral,approved,04.08.2023,approved,haleon canada ulc,2023,haleon,small molecule,HealthCanada
102922,02540525,supreme hydrating facial screen,bemotrizinol; octinoxate; bisoctrizole,cream,topical,approved,15.08.2023,approved,grace & fire pty ltd,2023,grace & fire,small molecule,HealthCanada
102923,02540533,extreme hydrating body + hand screen,octisalate; octocrylene; avobenzone; homosalate,lotion,topical,approved,15.08.2023,approved,grace & fire pty ltd,2023,grace & fire,small molecule,HealthCanada
102928,02540592,jamp zolpidem odt,zolpidem tartrate,tablet,sublingual,approved,25.08.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
102929,02540606,jamp zolpidem odt,zolpidem tartrate,tablet,sublingual,approved,25.08.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
102930,02540614,invisible sunscreen,octocrylene; octisalate; avobenzone; homosalate,gel,topical,approved,17.08.2023,approved,e.l.f. beauty inc.,2023,e.l.f.,small molecule,HealthCanada
102932,02540630,norepinephrine bitartrate injection,norepinephrine (norepinephrine bitartrate),solution,intravenous,approved,17.08.2023,approved,juno pharmaceuticals corp.,2023,juno,small molecule,HealthCanada
102937,02540681,jamp raloxifene,raloxifene hydrochloride,tablet,oral,approved,06.09.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
102941,02540746,auro-dimethyl fumarate,dimethyl fumarate,capsule,oral,approved,28.08.2023,approved,auro pharma inc,2023,auro,small molecule,HealthCanada
102942,02540754,auro-dimethyl fumarate,dimethyl fumarate,capsule,oral,approved,28.08.2023,approved,auro pharma inc,2023,auro,small molecule,HealthCanada
102945,02540770,sildenafil,sildenafil (sildenafil citrate),tablet,oral,approved,28.08.2023,approved,sanis health inc,2023,sanis,small molecule,HealthCanada
102949,02540819,eptifibatide injection,eptifibatide,solution,intravenous,approved,28.08.2023,approved,juno pharmaceuticals corp.,2023,juno,peptides and proteins,HealthCanada
102950,02540827,eptifibatide injection,eptifibatide,solution,intravenous,approved,28.08.2023,approved,juno pharmaceuticals corp.,2023,juno,peptides and proteins,HealthCanada
102951,02540835,riva rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,laboratoire riva inc.,2023,riva,small molecule,HealthCanada
102952,02540843,riva rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,laboratoire riva inc.,2023,riva,small molecule,HealthCanada
102953,02540851,riva rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,laboratoire riva inc.,2023,riva,small molecule,HealthCanada
102954,02540878,riva rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,laboratoire riva inc.,2023,riva,small molecule,HealthCanada
102955,02540886,apo-azelastine/fluticasone,azelastine hydrochloride; fluticasone propionate,spray,nasal,approved,01.09.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
102957,02540908,mucus & phlegm relief with cough control extra strength,guaifenesin; dextromethorphan hydrobromide,syrup,oral,approved,24.08.2023,approved,crls,2023,not reported,small molecule,HealthCanada
102959,02540967,pro-rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102960,02540975,pro-rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102961,02540983,pro-rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102962,02540991,pro-rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102963,02540924,pro-diltiazem cd,diltiazem hydrochloride,capsule,oral,approved,30.08.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102964,02540932,pro-diltiazem cd,diltiazem hydrochloride,capsule,oral,approved,30.08.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102965,02540940,pro-diltiazem cd,diltiazem hydrochloride,capsule,oral,approved,30.08.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102966,02540959,pro-diltiazem cd,diltiazem hydrochloride,capsule,oral,approved,30.08.2023,approved,pro doc limitee,2023,pro doc,small molecule,HealthCanada
102967,02541009,imjudo,tremelimumab,solution,intravenous,approved,31.08.2023,approved,astrazeneca canada inc,2023,astrazeneca,biologics,HealthCanada
102972,02541041,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,eli lilly,peptides and proteins,HealthCanada
102973,02541068,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,eli lilly,peptides and proteins,HealthCanada
102974,02541076,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,lilly,peptides and proteins,HealthCanada
102975,02541084,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,lilly,peptides and proteins,HealthCanada
102976,02541092,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,eli lilly,peptides and proteins,HealthCanada
102977,02541106,mounjaro,tirzepatide,solution,subcutaneous,approved,31.08.2023,approved,eli lilly canada inc,2023,eli lilly,peptides and proteins,HealthCanada
102979,02541122,bio-pregabalin,pregabalin,capsule,oral,approved,07.09.2023,approved,biomed pharma,2023,biomed,small molecule,HealthCanada
102980,02541130,bio-pregabalin,pregabalin,capsule,oral,approved,07.09.2023,approved,biomed pharma,2023,biomed,small molecule,HealthCanada
102981,02541149,bio-pregabalin,pregabalin,capsule,oral,approved,07.09.2023,approved,biomed pharma,2023,biomed,small molecule,HealthCanada
102983,02541165,bio-pregabalin,pregabalin,capsule,oral,approved,07.09.2023,approved,biomed pharma,2023,biomed,small molecule,HealthCanada
102986,02541203,bio-pregabalin,pregabalin,capsule,oral,approved,07.09.2023,approved,biomed pharma,2023,biomed,small molecule,HealthCanada
102987,02541211,banana boat kids sunscreen lotion,avobenzone; octocrylene; homosalate,lotion,topical,approved,31.08.2023,approved,"edgewell personal care canada, ulc",2023,edgewell,small molecule,HealthCanada
102988,02541238,mint-carbamazepine,carbamazepine,tablet,oral,approved,07.09.2023,approved,mint pharmaceuticals inc,2023,mint,small molecule,HealthCanada
102990,02541254,bright reveal spf50+,homosalate; octisalate; octocrylene; avobenzone,lotion,topical,approved,05.09.2023,approved,l' oreal canada,2023,l'oreal,small molecule,HealthCanada
102992,02541270,spikevax,"*sarscov2 s-protein mrna, 5'(m7g-5'-ppp-5'-gm), 3'polya",dispersion,intramuscular,approved,12.09.2023,approved,moderna biopharma canada corporation,2023,moderna,vaccine,HealthCanada
102993,02541289,apo-candesartan tablets,candesartan cilexetil,tablet,oral,approved,11.09.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
102994,02541297,apo-candesartan tablets,candesartan cilexetil,tablet,oral,approved,11.09.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
102995,02541300,apo-candesartan tablets,candesartan cilexetil,tablet,oral,approved,11.09.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
102996,02541319,apo-candesartan tablets,candesartan cilexetil,tablet,oral,approved,11.09.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
102997,02541343,"lacosamide injection, usp",lacosamide,solution,intravenous,approved,14.09.2023,approved,hikma canada limited,2023,hikma,small molecule,HealthCanada
103000,02541351,jamp ondansetron odf,ondansetron,film; soluble,oral,approved,13.09.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
103001,02541378,jamp ondansetron odf,ondansetron,film; soluble,oral,approved,13.09.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
103005,02541416,opdualag,nivolumab; relatlimab,solution,intravenous,approved,13.09.2023,approved,bristol-myers squibb canada,2023,bristol-myers squibb,biologics,HealthCanada
103007,02541424,ondansetron,ondansetron (ondansetron hydrochloride dihydrate),tablet,oral,approved,14.09.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103008,02541432,ondansetron,ondansetron (ondansetron hydrochloride dihydrate),tablet,oral,approved,14.09.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103009,02541440,glatiramer acetate injection,glatiramer acetate,solution,subcutaneous,approved,13.09.2023,approved,mylan pharmaceuticals ulc,2023,mylan,peptides and proteins,HealthCanada
103010,02541459,daily facial moisturizer with uva/uvb protection broad spectrum spf 40,octocrylene; octisalate; homosalate; avobenzone,lotion,topical,approved,12.09.2023,approved,procter & gamble inc,2023,procter & gamble,small molecule,HealthCanada
103011,02541467,rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103012,02541475,rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103013,02541483,rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103014,02541491,rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103015,02541505,labetalol hydrochloride injection usp,labetalol hydrochloride,solution,intravenous,approved,22.09.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
103019,02541556,auro-bilastine,bilastine,tablet,oral,approved,22.10.2024,approved,auro pharma inc,2024,auro,small molecule,HealthCanada
103020,02541564,atenolol,atenolol,tablet,oral,approved,18.09.2023,approved,sivem pharmaceuticals ulc,2023,sivem,small molecule,HealthCanada
103021,02541572,teva-mirtazapine,mirtazapine,tablet,oral,approved,18.09.2023,approved,teva canada limited,2023,teva,small molecule,HealthCanada
103022,02541580,teva-mirtazapine,mirtazapine,tablet,oral,approved,18.09.2023,approved,teva canada limited,2023,teva,small molecule,HealthCanada
103023,02541599,vyvgart,efgartigimod alfa,solution,intravenous,approved,19.09.2023,approved,argenx bv,2023,argenx,biologics,HealthCanada
103024,02541602,quillivant er chewable tablets,methylphenidate hydrochloride,tablet,oral,approved,21.09.2023,approved,kye pharmaceuticals inc.,2023,kye,small molecule,HealthCanada
103025,02541610,quillivant er chewable tablets,methylphenidate hydrochloride,tablet,oral,approved,21.09.2023,approved,kye pharmaceuticals inc.,2023,kye,small molecule,HealthCanada
103026,02541629,quillivant er chewable tablets,methylphenidate hydrochloride,tablet,oral,approved,21.09.2023,approved,kye pharmaceuticals inc.,2023,kye,small molecule,HealthCanada
103027,02541637,quillivant er oral suspension,methylphenidate hydrochloride,powder,oral,approved,21.09.2023,approved,kye pharmaceuticals inc.,2023,kye,small molecule,HealthCanada
103029,02541742,myfembree,estradiol; relugolix; norethindrone acetate,tablet,oral,approved,22.09.2023,approved,sumitomo pharma switzerland gmbh,2023,sumitomo,small molecule,HealthCanada
103030,02541653,olopatadine 0.2%,olopatadine (olopatadine hydrochloride),solution,ophthalmic,approved,21.09.2023,approved,sanis health inc,2023,sanis,small molecule,HealthCanada
103033,02541696,pms-perindopril-amlodipine,amlodipine (amlodipine besylate); perindopril arginine,tablet,oral,approved,21.09.2023,approved,pharmascience inc,2023,pharmascience,small molecule,HealthCanada
103034,02541718,pms-perindopril-amlodipine,perindopril arginine; amlodipine (amlodipine besylate),tablet,oral,approved,21.09.2023,approved,pharmascience inc,2023,pharmascience,small molecule,HealthCanada
103035,02541726,pms-perindopril-amlodipine,amlodipine (amlodipine besylate); perindopril arginine,tablet,oral,approved,21.09.2023,approved,pharmascience inc,2023,pharmascience,small molecule,HealthCanada
103036,02541734,apo-rivaroxaban,rivaroxaban,tablet,oral,approved,01.11.2023,approved,apotex inc,2023,apotex,small molecule,HealthCanada
103038,02541769,evkeeza,evinacumab,solution,intravenous,approved,22.09.2023,approved,ultragenyx pharmaceutical inc,2023,ultragenyx,biologics,HealthCanada
103044,02541823,comirnaty,"*sarscov2 s-protein mrna, 5'[m27,3'-ogppp(m12'-o)apg], 3'polya+linker",suspension,intramuscular,approved,28.09.2023,approved,biontech manufacturing gmbh,2023,biontech,vaccine,HealthCanada
103046,02541858,comirnaty,"*sarscov2 s-protein mrna, 5'[m27,3'-ogppp(m12'-o)apg], 3'polya+linker",suspension,intramuscular,approved,28.09.2023,approved,biontech manufacturing gmbh,2023,biontech,vaccine,HealthCanada
103049,02541882,cough & chest congestion regular strength,dextromethorphan hydrobromide; guaifenesin,syrup,oral,approved,27.09.2023,approved,crls,2023,not reported,small molecule,HealthCanada
103050,02541890,cough & chest congestion extra strength,guaifenesin; dextromethorphan hydrobromide,syrup,oral,approved,27.09.2023,approved,crls,2023,not reported,small molecule,HealthCanada
103051,02541904,sodium bicarbonate injection usp,sodium bicarbonate,solution,intravenous,approved,28.09.2023,approved,sterimax inc,2023,sterimax,small molecule,HealthCanada
103052,02541912,jamp letrozole tablets,letrozole,tablet,oral,approved,29.09.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
103057,02541963,m-pregabalin,pregabalin,capsule,oral,approved,06.10.2023,approved,mantra pharma inc,2023,mantra,small molecule,HealthCanada
103060,02542005,bendamustine hydrochloride for injection,bendamustine hydrochloride,powder,intravenous,approved,04.10.2023,approved,eugia pharma inc.,2023,eugia,small molecule,HealthCanada
103062,02542021,gln-posaconazole,posaconazole,tablet,oral,approved,04.10.2023,approved,glenmark pharmaceuticals canada inc.,2023,glenmark,small molecule,HealthCanada
103067,02542072,émulsion uv protectrice pour le corps protective uv emulsion for body,octisalate; zinc oxide; octocrylene; ensulizole,emulsion,topical,approved,04.10.2023,approved,shiseido americas corporation dist,2023,shiseido,small molecule,HealthCanada
103072,02542129,sodium nitroprusside for injection,sodium nitroprusside (sodium nitroprusside dihydrate),solution,intravenous,approved,27.10.2023,approved,jamp pharma corporation,2023,jamp,small molecule,HealthCanada
103073,02542137,orgovyx,relugolix,tablet,oral,approved,10.10.2023,approved,sumitomo pharma switzerland gmbh,2023,sumitomo,small molecule,HealthCanada
103075,02542153,magnesium sulfate in water for injection,magnesium sulfate,solution,intravenous,approved,06.10.2023,approved,baxter corporation,2023,baxter,small molecule,HealthCanada
103077,02542188,m-tranylcypromine,tranylcypromine (tranylcypromine sulfate),tablet,oral,approved,11.10.2023,approved,mantra pharma inc,2023,mantra,small molecule,HealthCanada
103081,02542226,m-amoxi clav,amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),powder,oral,approved,10.10.2023,approved,mantra pharma inc,2023,mantra,small molecule,HealthCanada
103083,02542250,ranopto,ranibizumab,solution,intravitreal,approved,11.10.2023,approved,teva canada limited,2023,teva,biologics,HealthCanada
103084,02542269,vyepti,eptinezumab,solution,intravenous,approved,18.10.2023,approved,lundbeck canada inc,2023,lundbeck,biologics,HealthCanada
103085,02542277,trikafta,tezacaftor; elexacaftor; ivacaftor,granules,oral,approved,16.10.2023,approved,vertex pharmaceuticals (canada) incorporated,2023,vertex,small molecule,HealthCanada
103086,02542285,trikafta,ivacaftor; tezacaftor; elexacaftor,granules,oral,approved,16.10.2023,approved,vertex pharmaceuticals (canada) incorporated,2023,vertex,small molecule,HealthCanada
103087,02542293,epkinly,epcoritamab,solution,subcutaneous,approved,13.10.2023,approved,abbvie corporation,2023,abbvie,biologics,HealthCanada
103088,02542307,epkinly,epcoritamab,solution,subcutaneous,approved,13.10.2023,approved,abbvie corporation,2023,abbvie,biologics,HealthCanada
