Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
aminolevulinic acid hydrochloride,3,"['alabel', 'ameluz', 'gleolan', 'levulan', 'levulan kerastick']",False
amiodarone hydrochloride,2,"['amiodarone', 'amiodarone hydrochloride', 'amiodarone hydrochloride for injection', 'amiodarone hydrochloride for injection, usp', 'apo-amiodarone tablets', 'cordarone', 'dom-amiodarone', 'jamp amiodarone', 'nexterone', 'pacerone', 'pms-amiodarone', 'pro-amiodarone - 200', 'riva-amiodarone', 'sandoz amiodarone', 'teva-amiodarone']",False
amisulpride,1,['barhemsys'],True
amitriptyline hydrochloride,2,"['amitriptyline hydrochloride', 'apo-amitriptyline', 'chlordiazepoxide and amitriptyline hydrochloride', 'jamp-amitriptyline', 'mar-amitriptyline', 'pms-amitriptyline']",False
amivantamab,4,['rybrevant'],True
amivantamab-vmjw,1,['rybrevant'],True
amlexanox,1,"['amlexanox', 'aphthasol']",True
amlodipine (amlodipine besylate),1,"['ach-amlodipine', 'ag-amlodipine', 'amlodipine', 'apo-amlodipine', 'auro-amlodipine', 'bio-amlodipine', 'jamp-amlodipine', 'm-amlodipine', 'mar-amlodipine', 'mint-amlodipine', 'mylan-amlodipine', 'nra-amlodipine', 'pdp-amlodipine', 'pms-amlodipine', 'prz-amlodipine', 'riva-amlodipine', 'sandoz amlodipine', 'taro-amlodipine', 'teva-amlodipine']",True
amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium propylene glycol solvate),1,['apo-amlodipine-atorvastatin'],True
amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium),1,"['caduet', 'mylan-amlodipine/atorvastatin']",True
amlodipine (amlodipine besylate); perindopril arginine,1,"['apo-perindopril/amlodipine', 'pms-perindopril-amlodipine', 'viacoram']",True
amlodipine (amlodipine besylate); telmisartan,1,['twynsta'],True
amlodipine / valsartan,1,['amlodipine /valsartan mylan'],True
amlodipine benzoate,1,"['amlodipine benzoate', 'katerzia']",True
amlodipine besylate,1,"['amlodipine and olmesartan medoxomil', 'amlodipine besylate', 'amlodipine besylate and atorvastatin calcium', 'amlodipine besylate and benazepril hydrochloride', 'amlodipine besylate and benazepril hydrochloride; amlodipine besylate; benazepril hydrochloride', 'amlodipine besylate and valsartan', 'amlodipine besylate, valsartan and hydrochlorothiazide', 'amlodipine besylate; benazepril hydrochloride', 'azor', 'caduet', 'consensi', 'exforge', 'exforge hct', 'lotrel', 'norliqva', 'olmesartan medoxomil, amlodipine and hydrochlorothiazide', 'prestalia', 'telmisartan and amlodipine', 'tribenzor', 'twynsta']",True
amlodipine besylate / valsartan / hydrochlorothiazide,1,"['copalia hct', 'dafiro hct', 'exforge hct', 'imprida hct']",True
amlodipine besylate and valsartan,1,"['copalia', 'exforge']",True
amlodipine maleate,1,"['amlodipine maleate; benazepril hydrochloride', 'amvaz']",True
"amlodipine, valsartan, hydrochlorothiazide",1,"['exforge hct, ejocia hct']",True
amlodipine/valsartan,1,['exforge/ejocia 5/320; exforge ejocia 10/320'],True
ammonia n-13,1,['ammonia n 13'],True
ammonium chloride; codeine phosphate; diphenhydramine hydrochloride,1,['damylin with codeine syrup'],True
ammonium lactate,1,"['ammonium lactate', 'lac-hydrin']",True
amoxicillin,1,"['amoxicillin', 'amoxicillin and clavulanate potassium', 'amoxil', ""augmentin '200'; augmentin '400'"", ""augmentin '875'"", 'augmentin es-600', 'augmentin xr', 'dispermox', 'lansoprazole, amoxicillin and clarithromycin (copackaged)', 'moxatag', 'omeclamox-pak', 'prevpac (copackaged)', 'talicia', 'voquezna dual pak', 'voquezna triple pak']",True
amoxicillin (amoxicillin sodium); clavulanic acid (clavulanate potassium),1,['amoxicillin sodium and potassium clavulanate for injection'],True
amoxicillin (amoxicillin trihydrate),1,"['ag-amoxicillin', 'amoxicillin', 'amoxicillin capsules bp', 'auro-amoxicillin', 'jamp-amoxicillin', 'pms-amoxicillin', 'prz-amoxicillin', 'sandoz amoxicillin']",True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),1,"['ag-amoxi clav', 'amoxicillin/clav', 'apo-amoxi clav', 'auro-amoxiclav', 'clavulin 200', 'jamp amoxi clav', 'jamp amoxi clav suspension', 'm-amoxi clav']",True
amphetamine,1,"['adzenys er', 'adzenys xr-odt', 'amphetamine', 'dyanavel xr', 'dyanavel xr 10; dyanavel xr 15; dyanavel xr 20; dyanavel xr 5']",True
amphetamine aspartate,1,"['adderall xr 10; adderall xr 15; adderall xr 20; adderall xr 25; adderall xr 30; adderall xr 5', 'dextroamp saccharate, amp aspartate, dextroamp sulfate and amp sulfate', 'dextroamp saccharate,amp aspartate,dextroamp sulfate and amp sulfate', 'mydayis']",True
amphetamine sulfate,1,"['amphetamine sulfate', 'evekeo', 'evekeo odt']",True
amphotericin b,2,"['abelcet', 'ambisome', 'amphotec', 'amphotericin b']",True
ampicillin (ampicillin sodium),1,"['ampicillin for injection, usp', 'ampicillin sodium for injection bp']",True
ampicillin sodium,1,"['ampicillin and sulbactam', 'ampicillin sodium']",True
ampicillin/ampicillin trihydrate,1,['ampicillin trihydrate'],True
amprenavir,1,['agenerase'],True
amylase; lipase; protease,1,"['pancrease mt 20', 'viokace']",True
amylase; protease; lipase,1,['creon minimicrospheres 10'],True
amylmetacresol; dichlorobenzyl alcohol,1,"['antibacterial throat lozenges', ""cepacol children's fruity strawberry""]",True
amylmetacresol; menthol; dichlorobenzyl alcohol,1,['cepacol sensations sore throat & cough'],True
anacaulase-bcdb,1,['nexobrid'],True
anagliptin,1,['suiny'],True
anagrelide,1,['anagrelide mylan'],True
anagrelide (anagrelide hydrochloride monohydrate),1,['pms-anagrelide'],True
anagrelide hydrochloride,2,"['agrylin', 'anagrelide hydrochloride', 'thromboreductin']",False
anagrelide hydrochloride monohydrate,1,['xagrid'],True
anakinra,3,['kineret'],True
anamorelin,1,['adlumiz'],True
anamorelin hydrochloride,1,['adlumiz'],True
anastrozole,2,"['ach-anastrozole', 'ag-anastrozole', 'anastrozole', 'apo-anastrozole', 'arimidex', 'bio-anastrozole', 'jamp-anastrozole', 'mar-anastrozole', 'mint-anastrozole', 'nat-anastrozole', 'pms-anastrozole', 'riva-anastrozole', 'sandoz anastrozole', 'taro-anastrozole', 'teva-anastrozole']",True
andexanet alfa,4,"['andexxa', 'ondexxya']",False
andusomeran,1,['spikevax xbb.1.5'],True
anethole trithione,1,['sialor'],True
angiotensin ii,1,['giapreza'],True
angiotensin ii acetate,1,['giapreza'],True
anidulafungin,3,"['ecalta', 'eraxis']",False
anifrolumab,4,['saphnelo'],True
anifrolumab-fnia,1,['saphnelo'],True
ansuvimab-zykl,1,['ebanga'],True
anti-d (rh) immunoglobulin (human),1,['winrho sdf'],True
anti-inhibitor coagulant complex,1,['feiba nf'],True
anti-thymocyte globulin (rabbit),1,['thymoglobulin'],True
antihemophilic factor (human); von willebrand factor (human),1,['humate-p'],True
antihemophilic factor (human); von willebrand factor (human); human plasma proteins,1,['wilate'],True
"antihemophilic factor (recombinant bdd), fc fusion protein",1,['eloctate'],True
antihemophilic factor (recombinant),1,['kovaltry'],True
antihemophilic factor (recombinant) porcine sequence,1,['obizur'],True
"antihemophilic factor (recombinant), pegylated",1,['adynovate'],True
"antihemophilic factor (recombinant, b-domain deleted, pegylated)",1,['jivi'],True
"antihemophilic factor viii (recombinant, b-domain truncated), pegylated",1,['esperoct'],True
antimony trisulfide,1,['antimony sulfide colloid kit'],True
antithrombin alfa,1,['atryn'],True
antithrombin gamma,1,['acoalan'],True
antithrombin iii (human),1,['antithrombin iii nf'],True
apadamtase alfa,1,['adzynma'],True
apalutamide,5,"['apalutamide', 'erleada', 'erlyand / janssen apalutamide']",False
apixaban,5,"['ach-apixaban', 'ag-apixaban', 'apixaban', 'apixaban accord', 'apo-apixaban', 'auro-apixaban', 'bio-apixaban', 'eliquis', 'eliquis; eliquis sprinkle', 'jamp apixaban', 'm-apixaban', 'mar-apixaban', 'mint-apixaban', 'nat-apixaban', 'nra-apixaban', 'nra-apixaban tablets', 'pro-apixaban', 'riva apixaban', 'sandoz apixaban sdz', 'taro-apixaban', 'teva-apixaban']",True
apomorphine hydrochloride,1,"['apokyn', 'apomorphine hydrochloride', 'kynmobi', 'onapgo']",True
apraclonidine (apraclonidine hydrochloride),1,['iopidine'],True
apraclonidine hydrochloride,1,['apraclonidine hydrochloride'],True
apremilast,5,"['apo-apremilast', 'apremilast', 'apremilast accord', 'auro-apremilast', 'gln-apremilast', 'jamp apremilast', 'mint-apremilast', 'otezla', 'pms-apremilast', 'sandoz apremilast']",True
aprepitant,3,"['aponvie', 'aprepitant', 'cinvanti', 'emend', 'emend tri-pack']",True
aprocitentan,2,"['jeraygo', 'tryvio']",False
aprotinin (synthetic); calcium chloride; thrombin (human); sealer protein (human),1,['tisseel'],True
arbutamine hydrochloride,1,['genesa'],True
arformoterol tartrate,1,"['arformoterol tartrate', 'brovana']",True
argatroban,2,"['argatroban', 'argatroban in 0.9% sodium chloride', 'argatroban in dextrose', 'argatroban in sodium chloride']",True
arginine/lysine,1,['lysakare'],True
arimoclomol,1,['miplyffa'],True
arimoclomol citrate,1,['miplyffa'],True
aripiprazole,3,"['abilify', 'abilify asimtufii', 'abilify maintena', 'abilify maintena kit', 'abilify mycite', 'abilify mycite kit', 'apo-aripiprazole', 'aripiprazole', 'aripiprazole accord', 'aripiprazole mylan', 'aripiprazole pharmathen', 'aripiprazole sandoz', 'aripiprazole zentiva', 'auro-aripiprazole', 'mezofy', 'mint-aripiprazole', 'nra-aripiprazole', 'opipza', 'pms-aripiprazole', 'riva-aripiprazole', 'sandoz aripiprazole']",False
aripiprazole lauroxil,1,"['aristada', 'aristada initio kit']",True
aripiprazole monohydrate,1,['abilify maintena'],True
armodafinil,2,"['armodafinil', 'nuvigil']",True
arsenic trioxide,4,"['arsenic trioxide', 'arsenic trioxide accord', 'arsenic trioxide for injection', 'arsenic trioxide medac', 'arsenic trioxide mylan', 'arsenic trioxide solution for injection', 'phenasen', 'trisenox']",False
artemether,2,"['artimist 6', 'coartem']",False
artesunate,2,"['artesunate', 'artesunate amivas', 'garsun']",False
articaine hydrochloride,1,"['articaine hydrochloride and epinephrine bitartrate', 'orabloc', 'septocaine', 'ultacan', 'ultacan forte']",True
articaine hydrochloride; epinephrine (epinephrine bitartrate),1,"['4% astracaine dental with epinephrine 1:200,000 (0.005mg/ml)', 'posicaine n']",True
articaine hydrochloride; epinephrine bitartrate,1,"['articaine hydrochloride and epinephrine bitartrate injection', 'orabloc 1:100,000']",True
asciminib,3,['scemblix'],True
asciminib (asciminib hydrochloride),1,['scemblix'],True
asciminib hydrochloride,1,['scemblix'],True
ascorbic acid,2,"['ascor', 'ascor l 500', 'infuvite pediatric; infuvite pediatric (pharmacy bulk package)', 'm.v.i. adult', 'm.v.i. adult (pharmacy bulk package)', 'moviprep', 'peg-3350, sodium sulfate, sodium chloride, potassium chloride, sodium ascorbate and ascorbic acid', 'plenvu']",False
ascorbic acid (ascorbic acid),1,['vitamin c'],True
ascorbic acid; phenylephrine hydrochloride; pheniramine maleate; acetaminophen,1,['hot lemon relief for symptoms of cold and flu regular strength'],True
asenapine,3,"['saphris', 'secuado', 'sycrest']",False
asenapine (asenapine maleate),1,['saphris'],True
asenapine maleate,1,"['asenapine maleate', 'saphris']",True
asfotase alfa,5,['strensiq'],True
asparaginase,1,['spectrila'],True
asparaginase erwinia chrysanthemi (recombinant)-rywn,1,['rylaze'],True
aspirin,1,"['aggrenox', 'aspirin and dipyridamole', 'aspirin; omeprazole', 'bayer extra strength aspirin for migraine pain', 'butalbital, aspirin and caffeine', 'butalbital, aspirin, caffeine, and codeine phosphate', 'carisoprodol and aspirin', 'carisoprodol, aspirin and codeine phosphate', 'durlaza', 'hydrocodone bitartrate and aspirin', 'invagesic; invagesic forte', 'methocarbamol and aspirin', 'orphenadrine citrate, aspirin, and caffeine', 'orphengesic; orphengesic forte', 'oxycodone and aspirin', 'pravigard pac (copackaged)', 'vazalore', 'yosprala']",True
aspirin + esomeprazole,1,['axanum'],True
aspirin/lansoprazole,1,['takelda'],True
asunaprevir,2,['sunvepra'],True
ataluren,1,['translarna'],True
atazanavir,1,"['atazanavir krka', 'atazanavir mylan']",True
atazanavir (atazanavir sulfate),1,"['jamp atazanavir', 'mylan-atazanavir', 'reyataz', 'teva-atazanavir']",True
atazanavir / cobicistat,1,['evotaz'],True
atazanavir sulfate,1,"['atazanavir sulfate', 'atazanavir sulfate and ritonavir', 'atazanavir sulfate; ritonavir', 'atazanavir sulfate;ritonavir;lamivudine;zidovudine', 'evotaz', 'reyataz']",True
atenolol,2,"['ag-atenolol', 'atenolol', 'atenolol and chlorthalidone', 'jamp-atenolol', 'mar-atenolol', 'mint-atenol', 'pms-atenolol', 'riva-atenolol', 'taro-atenolol', 'tenormin', 'teva-atenolol']",True
atenolol; chlorthalidone,1,['aa-atenidone'],True
atezolizumab,5,"['tecentriq', 'tecentriq sc']",True
atezolizumab and hyaluronidase-tqjs,1,['tecentriq hybreza'],True
atidarsagene autotemcel,1,['libmeldy'],True
atogepant,5,"['aquipta', 'qulipta']",False
atoltivimab,1,['inmazeb'],True
atomoxetine (atomoxetine hydrochloride),1,"['apo-atomoxetine', 'atomoxetine', 'auro-atomoxetine', 'jamp atomoxetine', 'pms-atomoxetine', 'riva-atomoxetine', 'sandoz atomoxetine', 'teva-atomoxetine']",True
atomoxetine hydrochloride,1,"['atomoxetine hydrochloride', 'strattera']",True
atorvastatin (atorvastatin calcium propylene glycol solvate),1,"['apo-atorvastatin', 'atorvastatin', 'atorvastatin-10', 'atorvastatin-20', 'atorvastatin-40', 'atorvastatin-80']",True
atorvastatin (atorvastatin calcium propylene glycol solvate); amlodipine (amlodipine besylate),1,['apo-amlodipine-atorvastatin'],True
atorvastatin (atorvastatin calcium),1,"['ach-atorvastatin calcium', 'atorvastatin', 'auro-atorvastatin', 'bio-atorvastatin', 'jamp atorvastatin calcium', 'jamp-atorvastatin', 'lipitor', 'm-atorvastatin', 'mar-atorvastatin', 'mint-atorvastatin', 'mylan-atorvastatin', 'nra-atorvastatin', 'pmsc-atorvastatin', 'prz-atorvastatin', 'riva-atorvastatin', 'sandoz atorvastatin', 'taro-atorvastatin', 'teva-atorvastatin']",True
atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),1,"['caduet', 'mylan-amlodipine/atorvastatin']",True
atorvastatin calcium,1,"['atorvaliq', 'atorvastatin calcium', 'lipitor', 'liptruzet', 'lypqozet']",True
atosiban,1,['atosiban sun'],True
atovaquone,2,"['atovaquone', 'atovaquone and proguanil hydrochloride', 'gln-atovaquone', 'malarone; malarone pediatric', 'mepron']",True
atovaquone; proguanil hydrochloride,1,"['atovaquone proguanil', 'malarone', 'malarone pediatric']",True
atracurium besylate,1,"['atracurium besylate', 'atracurium besylate preservative free']",True
atrasentan hydrochloride,1,['vanrafia'],True
atropine,1,"['atnaa', 'atropine (autoinjector)', 'duodote']",True
atropine sulfate,2,"['atropine injection bp', 'atropine sulfate', 'atropine sulfate injection', 'diphenoxylate hydrochloride and atropine sulfate', 'isopto atropine', 'minims atropine sulphate']",False
autologous anti-cd19-transduced cd3+ cells,1,['tecartus'],True
autologous cd34+ cell encoding arsa gene,1,['libmeldy'],True
autologous cd34+ enriched cell fraction that contains cd34+ cells transduced with retroviral vector that encodes for the human ada cdna sequence,1,['strimvelis'],True
"autologous glioma tumor cells, inactivated / autologous glioma tumor cell lysates, inactivated / allogeneic glioma tumor cells, inactivated / allogeneic glioma tumor cell lysates, inactivated",1,['sitoiganap'],True
autologous peripheral blood mononuclear cells activated with pap-gm-csf (sipuleucel-t),1,['provenge'],True
avacincaptad pegol sodium,1,['izervay'],True
avacopan,6,['tavneos'],True
avalglucosidase alfa,5,"['nexviadyme', 'nexviazyme']",False
avalglucosidase alfa-ngpt,1,['nexviazyme'],True
avanafil,3,"['avanafil', 'spedra', 'stendra']",False
avapritinib,4,"['ayvakit', 'ayvakyt']",False
avatrombopag,3,['doptelet'],True
avatrombopag (avatrombopag maleate),1,['doptelet'],True
avatrombopag maleate,1,['doptelet'],True
avelumab,5,['bavencio'],True
avibactam sodium,1,"['avycaz', 'emblaveo']",True
avobenzone,1,"['anthelios 20', 'anthelios 40', 'anthelios sx', 'capital soleil 15']",True
avobenzone; bemotrizinol; ensulizole; octocrylene; octisalate; drometrizole trisiloxane; homosalate,1,['ultra light advanced lotion'],True
avobenzone; drometrizole trisiloxane; octisalate; octocrylene; homosalate,1,['soin solaire visage crème protectrice visage fps 50 plus'],True
avobenzone; ensulizole; octocrylene,1,['nourishing day cream'],True
avobenzone; homosalate; octisalate,1,"[""superdefense fatigue + 1st signs of age multi-correcting cream crème multi-correction fatigue + 1ers signes de l'âge very dry to dry combination / très sèche à mixte spf 25 fps""]",True
avobenzone; homosalate; octisalate; octinoxate; octocrylene,1,"['every sun day sun fluid', 'spf 50+ fps ultra']",True
avobenzone; homosalate; octisalate; octocrylene,1,"['banana boat ultra sport sunscreen lotion spf 30', 'coola hydrating sunscreen lotion pina colada scent', 'coppertone spray sunscreen spf 50 complete', 'olay regenerist spf 30 regenerist micro-sculpting cream', 'olay total effects whip', 'premium sunscreen spray sun bum 30', 'rodan+fields essentials lip shield', 'rodan+fields reverse kit', 'silk hydration face serum spf 50']",True
