Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
quetiapine (quetiapine fumarate),apo-quetiapine fumarate,1,1,True
quetiapine (quetiapine fumarate),apo-quetiapine xr,1,1,True
quetiapine (quetiapine fumarate),auro-quetiapine,1,1,True
quetiapine (quetiapine fumarate),bio-quetiapine,1,1,True
quetiapine (quetiapine fumarate),jamp quetiapine fumarate,1,1,True
quetiapine (quetiapine fumarate),jamp-quetiapine,1,1,True
quetiapine (quetiapine fumarate),m-quetiapine fumarate xr,1,1,True
quetiapine (quetiapine fumarate),mint-quetiapine,1,1,True
quetiapine (quetiapine fumarate),mint-quetiapine xr,1,1,True
quetiapine (quetiapine fumarate),nat-quetiapine,1,1,True
quetiapine (quetiapine fumarate),nra-quetiapine,1,1,True
quetiapine (quetiapine fumarate),nra-quetiapine xr,1,1,True
quetiapine (quetiapine fumarate),pms-quetiapine,1,1,True
quetiapine (quetiapine fumarate),pro-quetiapine,1,1,True
quetiapine (quetiapine fumarate),quetiapine,1,1,True
quetiapine (quetiapine fumarate),quetiapine fumarate xr,1,1,True
quetiapine (quetiapine fumarate),quetiapine xr,1,1,True
quetiapine (quetiapine fumarate),riva-quetiapine,1,1,True
quetiapine (quetiapine fumarate),sandoz quetiapine xrt,1,1,True
quetiapine (quetiapine fumarate),seroquel,1,1,True
quetiapine (quetiapine fumarate),seroquel xr,1,1,True
quetiapine (quetiapine fumarate),teva-quetiapine xr,1,1,True
quetiapine fumarate,quetiapine fumarate,1,1,True
quetiapine fumarate,seroquel,1,1,True
quetiapine fumarate,seroquel xr,1,1,True
quinapril (quinapril hydrochloride),jamp quinapril,1,1,True
quinapril (quinapril hydrochloride),pms-quinapril,1,1,True
quinapril (quinapril hydrochloride); hydrochlorothiazide,auro-quinapril hctz,1,1,True
quinapril hydrochloride,quinapril hydrochloride,1,1,True
quinestrol,estrovis,1,1,True
quinidine gluconate,quinidine gluconate,1,1,True
quinine sulfate,pro-quinine - 200,1,2,False
quinine sulfate,pro-quinine - 300,1,2,False
quinine sulfate,qualaquin,1,2,False
quinine sulfate,quinine - odan,1,2,False
quinine sulfate,quinine sulfate,1,2,False
quinupristin,synercid,1,1,True
quizartinib,vanflyta,1,1,True
quizartinib dihydrochloride,vanflyta,1,1,True
quizartinib hydrochloride,vanflyta,1,1,True
rabeprazole sodium,aciphex,1,2,False
rabeprazole sodium,aciphex sprinkle,1,2,False
rabeprazole sodium,jamp rabeprazole,1,2,False
rabeprazole sodium,"pariet, enteric-coated tablet 10mg",1,2,False
rabeprazole sodium,"pariet, enteric-coated tablet 20mg",1,2,False
rabeprazole sodium,rabeprazole,1,2,False
rabeprazole sodium,rabeprazole ec,1,2,False
rabeprazole sodium,rabeprazole sodium,1,2,False
rabeprazole sodium,sandoz rabeprazole,1,2,False
rabies immunoglobulin,kamrab,1,1,True
rabies immunoglobulin (human),hyperrab,1,1,True
rabies immunoglobulin (human),kamrab,1,1,True
radamts13,adzynma,1,1,True
radium dichloride,xofigo,1,1,True
radium ra-223 dichloride,xofigo,2,2,True
radium ra223 dichloride,xofigo,1,1,True
raloxifene,raloxifene teva,1,1,True
raloxifene hydrochloride,act raloxifene,1,3,False
raloxifene hydrochloride,apo-raloxifene,1,3,False
raloxifene hydrochloride,evista,3,3,True
raloxifene hydrochloride,jamp raloxifene,1,3,False
raloxifene hydrochloride,optruma,1,3,False
raloxifene hydrochloride,raloxifene hydrochloride,1,3,False
raltegravir,isentress,2,2,True
raltegravir (raltegravir potassium),isentress,1,1,True
raltegravir (raltegravir potassium),isentress hd,1,1,True
raltegravir potassium,isentress,2,3,False
raltegravir potassium,isentress; isentress hd,1,3,False
raltegravir potassium,raltegravir potassium,1,3,False
raltegravir potassium,raltegravir viatris,1,3,False
raltitrexed (raltitrexed),tomudex,1,1,True
ramelteon,ramelteon,2,3,False
ramelteon,rozerem,2,3,False
ramipril,ag-ramipril,1,2,False
ramipril,altace,2,2,True
ramipril,apo-ramipril,1,2,False
ramipril,auro-ramipril,1,2,False
ramipril,jamp-ramipril,1,2,False
ramipril,mar-ramipril,1,2,False
ramipril,mint-ramipril,1,2,False
ramipril,nra-ramipril,1,2,False
ramipril,pharma-ramipril,1,2,False
ramipril,pro-ramipril - 1.25,1,2,False
ramipril,pro-ramipril - 10,1,2,False
ramipril,pro-ramipril - 2.5,1,2,False
ramipril,pro-ramipril - 5,1,2,False
ramipril,ramipril,2,2,True
ramipril,taro-ramipril,1,2,False
ramipril,teva-ramipril,1,2,False
ramipril; hydrochlorothiazide,altace hct,1,1,True
ramipril; hydrochlorothiazide,pms-ramipril-hctz,1,1,True
ramipril; hydrochlorothiazide,taro-ramipril hctz,1,1,True
ramosetron hydrochloride,irribow,1,1,True
ramucirumab,cyramza,4,4,True
ranibizumab,byooviz,3,4,False
ranibizumab,lucentis,4,4,True
ranibizumab,ranibizumab midas,1,4,False
ranibizumab,ranivisio,1,4,False
ranibizumab,raniviz,1,4,False
ranibizumab,ranopto,1,4,False
ranibizumab,rimmyrah,1,4,False
ranibizumab,susvimo,1,4,False
ranibizumab,ximluci,1,4,False
ranibizumab-eqrn,cimerli,1,1,True
ranibizumab-nuna,byooviz,1,1,True
ranitidine,ranitidine,1,1,True
ranitidine (ranitidine hydrochloride),mar-ranitidine,1,1,True
ranitidine (ranitidine hydrochloride),maximum strength acid reducer without prescription,1,1,True
ranitidine (ranitidine hydrochloride),mint-ranitidine,1,1,True
ranitidine hydrochloride,ranitidine hydrochloride,1,1,True
ranitidine hydrochloride,zantac 150,1,1,True
ranitidine hydrochloride,zantac 75,1,1,True
ranolazine,aspruzyo sprinkle,1,4,False
ranolazine,corzyna,1,4,False
ranolazine,latixa,1,4,False
ranolazine,ranexa,2,4,False
ranolazine,ranolazine,1,4,False
rapacuronium bromide,raplon,1,1,True
rasagiline,azilect,1,2,False
rasagiline,rasagiline mylan,1,2,False
rasagiline,rasagiline ratiopharm,1,2,False
rasagiline (rasagiline mesylate),apo-rasagiline,1,1,True
rasagiline (rasagiline mesylate),azilect,1,1,True
rasagiline (rasagiline mesylate),jamp rasagiline,1,1,True
rasagiline (rasagiline mesylate),teva-rasagiline,1,1,True
rasagiline mesylate,azilect,1,1,True
rasagiline mesylate,rasagiline mesylate,1,1,True
rasburicase,elitek,1,3,False
rasburicase,fasturtec,1,3,False
rasburicase,rasuritek,1,3,False
ravulizumab,ultomiris,4,4,True
ravulizumab-cwvz,ultomiris,1,1,True
ravulizumabum,ultomiris,1,1,True
raxibacumab,raxibacumab,1,1,True
raxtozinameran,comirnaty omicron xbb.1.5,1,1,True
rdesat-6 / rcfp-10,siiltibcy,1,1,True
"reassortant live attenuated influenza virus strains of types a/h1n1, a/h3n2, b/yamagata and b/victoria",fluenz tetra,1,1,True
recombinant adsorbed bivalent human papillomavirus-like particle vaccine,cervarix,1,1,True
recombinant coagulation factor ix (trenonacog alfa),ixinity,1,1,True
recombinant coronavirus (sars-cov-2) vaccine,nuvaxovid,1,1,True
recombinant human c1 inhibitor,rhucin,1,1,True
"recombinant human coagulation factor ix, fc fusion protein",alprolix,1,1,True
recombinant human interferon-alfa-2a,alpheon,1,1,True
recombinant human papillomavirus type 18 l1 protein; recombinant human papillomavirus type 16 l1 protein,cervarix,1,1,True
recombinant human papillomavirus type 45 l1 protein; recombinant human papillomavirus type 16 l1 protein; recombinant human papillomavirus type 33 l1 protein; recombinant human papillomavirus type 52 l1 protein; recombinant human papillomavirus type 6 l1 protein; recombinant human papillomavirus type 31 l1 protein; recombinant human papillomavirus type 58 l1 protein; recombinant human papillomavirus type 11 l1 protein; recombinant human papillomavirus type 18 l1 protein,gardasil 9,1,1,True
recombinant respiratory syncytial virus pre-fusion f protein,arexvy,1,1,True
recombinant varicella zoster virus glycoprotein e antigen,shingrix,1,1,True
regadenoson,lexiscan,1,2,False
regadenoson,rapiscan,1,2,False
regadenoson,regadenoson,1,2,False
regdanvimab,regkirona,3,3,True
regorafenib,regorafenib,1,5,False
regorafenib,stivarga,5,5,True
"relatlimab, nivolumab",opdualag,1,1,True
relugolix,orgovyx,3,4,False
relugolix,relumina,1,4,False
relugolix / estradiol / norethisterone acetate,ryeqo,1,1,True
"relugolix, estradiol as estradiol hemihydrate, norethisterone acetate",ryeqo,1,1,True
remdesivir,veklury,6,6,True
remestemcel-l,prochymal,1,1,True
remifentanil,ultiva,1,1,True
remifentanil (remifentanil hydrochloride),remifentanil hydrochloride for injection,1,1,True
remifentanil hydrochloride,remifentanil hydrochloride,1,1,True
remifentanil hydrochloride,ultiva,1,1,True
remimazolam,byfavo,1,1,True
remimazolam besylate,byfavo,1,1,True
repaglinide,auro-repaglinide,1,3,False
repaglinide,enyglid,1,3,False
repaglinide,jamp repaglinide,1,3,False
repaglinide,prandin,1,3,False
repaglinide,repaglinide,2,3,False
repaglinide,repaglinide accord,1,3,False
repaglinide,repaglinide krka,1,3,False
repaglinide,repaglinide teva,1,3,False
repaglinide,sandoz repaglinide,1,3,False
repository corticotropin,h.p. acthar gel,1,1,True
repotrectinib,augtyro,2,2,True
reslizumab,cinqaero,1,4,False
reslizumab,cinqair,2,4,False
reslizumab,cinqair / cinqaero,1,4,False
resmetirom,rezdiffra,1,1,True
respiratory syncytial virus (rsv) pre-fusion f protein,arexvy,1,1,True
"respiratory syncytial virus (rsv) vaccine (recombinant, adjuvanted)",arexvy,1,1,True
respiratory syncytial virus f protein,mresvia,1,1,True
respiratory syncytial virus prefusion f protein (rsvpref3),arexvy,1,1,True
"respiratory syncytial virus vaccine (bivalent, recombinant)",abrysvo,1,1,True
retapamulin,altabax,1,2,False
retapamulin,altargo,1,2,False
reteplase,rapilysin,1,2,False
reteplase,retavase,1,2,False
retifanlimab,zynyz,1,1,True
retifanlimab-dlwr,zynyz,1,1,True
retigabine,trobalt,2,2,True
revefenacin,revefenacin,1,1,True
revefenacin,yupelri,1,1,True
revumenib citrate,revuforj,1,1,True
rezafungin,rezzayo,1,1,True
rezafungin acetate,rezzayo,1,1,True
ribavirin,copegus,2,4,False
ribavirin,rebetol,3,4,False
ribavirin,ribasphere,1,4,False
ribavirin,ribavirin,1,4,False
ribavirin,ribavirin biopartners,1,4,False
ribavirin,ribavirin teva,1,4,False
ribavirin,ribavirin teva pharma b.v.,1,4,False
ribavirin,ribavirin three rivers,1,4,False
ribavirin,virazole,1,4,False
ribociclib,kisqali,1,2,False
ribociclib,ribociclib,1,2,False
ribociclib (ribociclib succinate),kisqali,1,1,True
ribociclib succinate,kisqali,2,2,True
riboflavin 5'-phosphate,photrexa; photrexa viscous in dextran 20%,1,1,True
ridaforolimus,jenzyl,1,1,True
rifabutin,mycobutin,1,2,False
rifabutin,rifabutin,1,2,False
rifampin,rifampin,1,1,True
rifamycin sodium,aemcolo,1,1,True
rifapentine,priftin,1,1,True
rifaximin,rifaximin,1,3,False
rifaximin,xifaxan,2,3,False
rifaximin,zaxine,1,3,False
rilonacept,arcalyst,2,2,True
rilpivirine,edurant,2,3,False
rilpivirine,rekambys,1,3,False
rilpivirine,rilpivirine,1,3,False
rilpivirine (rilpivirine hydrochloride),edurant,1,1,True
rilpivirine (rilpivirine hydrochloride); dolutegravir (dolutegravir sodium),juluca,1,1,True
rilpivirine hydrochloride,edurant,1,1,True
rilpivirine hydrochloride,edurant ped,1,1,True
riluzole,apo-riluzole,1,3,False
riluzole,exservan,1,3,False
riluzole,mylan-riluzole,1,3,False
riluzole,rilutek,3,3,True
riluzole,riluzole,1,3,False
riluzole,riluzole zentiva,1,3,False
riluzole,tiglutik kit,1,3,False
rimantadine hydrochloride,rimantadine hydrochloride,1,1,True
rimegepant,nurtec odt,1,3,False
rimegepant,vydura,2,3,False
rimegepant (rimegepant sulfate),nurtec odt,1,1,True
rimegepant sulfate,nurtec odt,1,1,True
riociguat,adempas,5,5,True
riociguat,riociguat,1,5,False
riociguat,sandoz riociguat,1,5,False
ripretinib,qinlock,5,5,True
risankizumab,skyrizi,4,4,True
risankizumab-rzaa,skyrizi,1,1,True
risdiplam,evrysdi,5,5,True
risedronate sodium,actonel,1,1,True
risedronate sodium,atelvia,1,1,True
risedronate sodium,risedronate sodium,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),aa-risedronate dr,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),actonel,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),actonel dr,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),apo-risedronate,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),auro-risedronate,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),pms-risedronate,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),risedronate,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),riva-risedronate,1,1,True
risedronate sodium (risedronate sodium hemipentahydrate),sandoz risedronate,1,1,True
risedronate sodium (risedronate sodium monohydrate),risedronate,1,1,True
risedronate sodium (risedronate sodium monohydrate),teva-risedronate,1,1,True
risperidone,apo-risperidone,1,5,False
risperidone,jamp-risperidone,1,5,False
risperidone,mar-risperidone,1,5,False
risperidone,mint-risperidon,1,5,False
risperidone,okedi,1,5,False
risperidone,perseris kit,1,5,False
risperidone,pms-risperidone,1,5,False
risperidone,pro-risperidone,1,5,False
risperidone,risperdal,2,5,False
risperidone,risperdal consta,3,5,False
risperidone,risperidone,2,5,False
risperidone,risvan,1,5,False
risperidone,riva-risperidone,1,5,False
risperidone,rykindo,1,5,False
risperidone,sandoz risperidone,1,5,False
risperidone,taro-risperidone,1,5,False
risperidone,teva-risperidone,1,5,False
risperidone,uzedy,1,5,False
risperidone (risperidone tartrate),jamp-risperidone,1,1,True
risperidone (risperidone tartrate),pms-risperidone,1,1,True
ritlecitinib,litfulo,2,2,True
ritlecitinib (ritlecitinib tosylate),litfulo,1,1,True
ritlecitinib tosilate,litfulo,1,1,True
ritlecitinib tosylate,litfulo,1,1,True
ritonavir,auro-ritonavir,1,3,False
ritonavir,norvir,2,3,False
ritonavir,ritonavir,1,3,False
ritonavir,ritonavir mylan,1,3,False
ritonavir; lopinavir,kaletra,1,1,True
ritonavir; nirmatrelvir,paxlovid,1,1,True
rituximab,blitzima,1,5,False
rituximab,ituxredi,1,5,False
rituximab,mabthera,2,5,False
rituximab,mabthera sc,1,5,False
rituximab,ritemvia,1,5,False
rituximab,rituxan,3,5,False
rituximab,rituxan hycela,1,5,False
rituximab,rituxan sc,1,5,False
rituximab,rituximab mabion,1,5,False
rituximab,rixathon,1,5,False
rituximab,riximyo,3,5,False
rituximab,ruxience,3,5,False
rituximab,truxima,2,5,False
rituximab,truxima; ritemvia,1,5,False
rituximab,tuxella,1,5,False
rituximab-abbs,truxima,1,1,True
rituximab-arrx,riabni,1,1,True
rituximab-pvvr,ruxience,1,1,True
rivaroxaban,ag-rivaroxaban,1,5,False
rivaroxaban,apo-rivaroxaban,1,5,False
rivaroxaban,jamp rivaroxaban,1,5,False
rivaroxaban,pms-rivaroxaban,1,5,False
rivaroxaban,pro-rivaroxaban,1,5,False
rivaroxaban,reddy-rivaroxaban,1,5,False
rivaroxaban,riva rivaroxaban,1,5,False
rivaroxaban,rivaroxaban,2,5,False
rivaroxaban,rivaroxaban accord,1,5,False
rivaroxaban,rivaroxaban mylan,1,5,False
rivaroxaban,sandoz rivaroxaban,1,5,False
rivaroxaban,taro-rivaroxaban,1,5,False
rivaroxaban,teva-rivaroxaban,1,5,False
rivaroxaban,xarelto,5,5,True
rivastigmine,exelon,1,3,False
rivastigmine,exelon patch 10,1,3,False
rivastigmine,exelon patch 15,1,3,False
rivastigmine,exelon patch 5,1,3,False
rivastigmine,mylan-rivastigmine patch 10,1,3,False
rivastigmine,mylan-rivastigmine patch 5,1,3,False
rivastigmine,nimvastid,1,3,False
rivastigmine,rivastigmine,1,3,False
rivastigmine,rivastigmine 3m health care ltd,1,3,False
rivastigmine,rivastigmine actavis,1,3,False
rivastigmine,rivastigmine hexal,1,3,False
rivastigmine,rivastigmine sandoz,1,3,False
rivastigmine,rivastigmine teva,1,3,False
rivastigmine,sandoz rivastigmine patch 10,1,3,False
rivastigmine,sandoz rivastigmine patch 5,1,3,False
rivastigmine (rivastigmine hydrogen tartrate),apo-rivastigmine,1,1,True
rivastigmine (rivastigmine hydrogen tartrate),exelon,1,1,True
rivastigmine (rivastigmine hydrogen tartrate),jamp rivastigmine,1,1,True
rivastigmine (rivastigmine hydrogen tartrate),med-rivastigmine,1,1,True
rivastigmine (rivastigmine hydrogen tartrate),rivastigmine,1,1,True
rivastigmine (rivastigmine hydrogen tartrate),sandoz rivastigmine,1,1,True
rivastigmine tartrate,exelon,1,1,True
rivastigmine tartrate,rivastigmine,1,1,True
rivastigmine tartrate,rivastigmine tartrate,1,1,True
rizatriptan (rizatriptan benzoate),accel-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),act rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),ag-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),apo-rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),jamp rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),jamp-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),m-rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),mar-rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),mar-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),maxalt,1,1,True
rizatriptan (rizatriptan benzoate),maxalt rpd,1,1,True
rizatriptan (rizatriptan benzoate),mylan-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),nat-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),nra-rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),pms-rizatriptan rdt,1,1,True
rizatriptan (rizatriptan benzoate),rizatriptan,1,1,True
rizatriptan (rizatriptan benzoate),rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),rizatriptan rdt,1,1,True
rizatriptan (rizatriptan benzoate),sandoz rizatriptan odt,1,1,True
rizatriptan (rizatriptan benzoate),teva-rizatriptan odt,1,1,True
rizatriptan benzoate,maxalt,1,1,True
