Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form,Drug_number,dpd_info_url
ORAL,MARKETED,1286,MARKETED,31.12.1972,1972,TEVA-PREDNISONE,TEVA CANADA LIMITED,Teva,00232378,PREDNISONE,Small molecule,TABLET,1286,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1286
ORAL,MARKETED,1293,MARKETED,31.12.1967,1967,TEVA-CHLORPROMAZINE,TEVA CANADA LIMITED,Teva,00232807,CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE),Small molecule,TABLET,1293,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1293
ORAL,MARKETED,1294,MARKETED,31.12.1967,1967,TEVA-CHLORPROMAZINE,TEVA CANADA LIMITED,Teva,00232823,CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE),Small molecule,TABLET,1294,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1294
ORAL,MARKETED,1295,MARKETED,31.12.1967,1967,TEVA-CHLORPROMAZINE,TEVA CANADA LIMITED,Teva,00232831,CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE),Small molecule,TABLET,1295,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1295
ORAL,MARKETED,1327,MARKETED,31.12.1971,1971,CARBOLITH,"BAUSCH HEALTH, CANADA INC.",Bausch,00236683,LITHIUM CARBONATE,Small molecule,CAPSULE,1327,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1327
ORAL,MARKETED,1396,MARKETED,31.12.1968,1968,MEDROL,PFIZER CANADA ULC,Pfizer,00036129,METHYLPREDNISOLONE,Small molecule,TABLET,1396,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1396
ORAL,MARKETED,1397,MARKETED,31.12.1960,1960,MEDROL,PFIZER CANADA ULC,Pfizer,00030988,METHYLPREDNISOLONE,Small molecule,TABLET,1397,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1397
INTRAMUSCULAR,MARKETED,1398,MARKETED,31.12.1953,1953,DEPO-TESTOSTERONE INJ 100MG/ML,PFIZER CANADA ULC,Pfizer,00030783,TESTOSTERONE CYPIONATE,Small molecule,SOLUTION,1398,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1398
ORAL,MARKETED,1401,MARKETED,31.12.1961,1961,NORLUTATE,SEARCHLIGHT PHARMA INC,SEARCHLIGHT,00023760,NORETHINDRONE ACETATE,Small molecule,TABLET,1401,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1401
ORAL,MARKETED,1403,MARKETED,31.12.1959,1959,ALDACTONE 25 MG,PFIZER CANADA ULC,Pfizer,00028606,SPIRONOLACTONE,Small molecule,TABLET,1403,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1403
OPHTHALMIC,MARKETED,1470,MARKETED,31.12.1972,1972,FML,ABBVIE CORPORATION,AbbVie,00247855,FLUOROMETHOLONE,Small molecule,SUSPENSION,1470,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1470
ORAL,MARKETED,1471,MARKETED,31.12.1972,1972,ETIBI,"BAUSCH HEALTH, CANADA INC.",Bausch,00247960,ETHAMBUTOL HYDROCHLORIDE,Small molecule,TABLET,1471,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1471
ORAL,MARKETED,1472,MARKETED,31.12.1972,1972,ETIBI,"BAUSCH HEALTH, CANADA INC.",Bausch,00247979,ETHAMBUTOL HYDROCHLORIDE,Small molecule,TABLET,1472,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1472
TOPICAL,MARKETED,1508,MARKETED,31.12.1951,1951,ADRENALIN TOPICAL SOLUTION,SEARCHLIGHT PHARMA INC,Searchlight,00155365,EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE),Small molecule,SOLUTION,1508,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1508
OPHTHALMIC,MARKETED,1530,MARKETED,31.12.1972,1972,CYCLOGYL,ALCON CANADA INC,Alcon,00252506,CYCLOPENTOLATE HYDROCHLORIDE,Small molecule,DROPS,1530,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1530
ORAL,MARKETED,1553,MARKETED,31.12.1958,1958,DULCOLAX,SANOFI CONSUMER HEALTH INC,Sanofi,00254142,BISACODYL,Small molecule,TABLET (ENTERIC-COATED),1553,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1553
RECTAL,MARKETED,1555,MARKETED,31.12.1958,1958,DULCOLAX,SANOFI CONSUMER HEALTH INC,Sanofi,00003875,BISACODYL,Small molecule,SUPPOSITORY,1555,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1555
PERIARTICULAR; INTRASYNOVIAL; INTRABURSAL; INTRA-ARTICULAR,MARKETED,1619,MARKETED,31.12.1973,1973,DEPO-MEDROL WITH LIDOCAINE,PFIZER CANADA ULC,Pfizer,00260428,LIDOCAINE HYDROCHLORIDE; METHYLPREDNISOLONE ACETATE,Small molecule,SUSPENSION,1619,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1619
INTRAVENOUS; INTRAMUSCULAR,MARKETED,1620,MARKETED,31.12.1973,1973,DALACIN C PHOSPHATE,PFIZER CANADA ULC,Pfizer,00260436,CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),Small molecule,SOLUTION,1620,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1620
INTRAVENOUS,MARKETED,1628,MARKETED,31.12.1957,1957,"LACTATED RINGER'S INJECTION, USP",BAXTER CORPORATION,Baxter,00061085,POTASSIUM CHLORIDE; SODIUM LACTATE; SODIUM CHLORIDE; CALCIUM CHLORIDE,Small molecule,SOLUTION,1628,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1628
ORAL,MARKETED,1649,MARKETED,31.12.1973,1973,COTAZYM,ORGANON CANADA INC.,Organon,00263818,LIPASE; AMYLASE; PROTEASE,Peptides and proteins,CAPSULE (IMMEDIATE RELEASE),1649,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1649
TOPICAL,MARKETED,1667,MARKETED,31.12.1973,1973,TARDAN SHP,ODAN LABORATORIES LTD,ODAN,00266493,COAL TAR; SALICYLIC ACID; TRICLOSAN,Small molecule,SHAMPOO,1667,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1667
TOPICAL,MARKETED,1668,MARKETED,31.12.1973,1973,ADASEPT LIQ 0.5%,ODAN LABORATORIES LTD,ODAN,00266507,TRICLOSAN,Small molecule,LIQUID,1668,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1668
INTRAVENOUS,MARKETED,1673,MARKETED,31.12.1973,1973,"LACTATED RINGER'S AND 5% DEXTROSE INJECTION, USP",BAXTER CORPORATION,Baxter,00061131,POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE; CALCIUM CHLORIDE; DEXTROSE,Other,SOLUTION,1673,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1673
INTRAVENOUS,MARKETED,1734,MARKETED,31.12.1951,1951,STERILE WATER FOR INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00038245,WATER,Other,SOLUTION,1734,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1734
INTRAVENOUS,MARKETED,1736,MARKETED,31.12.1960,1960,SODIUM CHLORIDE INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00037788,SODIUM CHLORIDE,Other,SOLUTION,1736,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1736
INTRAVENOUS,MARKETED,1738,MARKETED,31.12.1965,1965,NORMOSOL-R,ICU MEDICAL CANADA INC,ICU Medical,00039500,POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; MAGNESIUM CHLORIDE (MAGNESIUM CHLORIDE HEXAHYDRATE),Small molecule,SOLUTION,1738,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1738
INTRAVENOUS,MARKETED,1740,MARKETED,31.12.1963,1963,MANNITOL INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00038016,MANNITOL,Small molecule,SOLUTION,1740,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1740
INTRAVENOUS,MARKETED,1743,MARKETED,31.12.1968,1968,LMD 10% IN 0.9% SODIUM CHLORIDE,PFIZER CANADA ULC,Pfizer,00224227,DEXTRAN; SODIUM CHLORIDE,Other,SOLUTION,1743,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1743
INTRAVENOUS,MARKETED,1744,MARKETED,31.12.1968,1968,LMD 10% IN DEXTROSE 5%,PFIZER CANADA ULC,Pfizer,00224235,DEXTRAN; DEXTROSE,Other,SOLUTION,1744,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1744
INTRAVENOUS,MARKETED,1745,MARKETED,31.12.1951,1951,LACTATED RINGER'S INJECTION,ICU MEDICAL CANADA INC,ICU Medical,00039470,POTASSIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,Other,SOLUTION,1745,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1745
INTRAVENOUS,MARKETED,1746,MARKETED,31.12.1951,1951,DEXTROSE INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00037974,DEXTROSE,Small molecule,SOLUTION,1746,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1746
INTRAVENOUS,MARKETED,1747,MARKETED,31.12.1951,1951,5% DEXTROSE AND 0.9% SODIUM CHLORIDE,ICU MEDICAL CANADA INC,ICU Medical,00038946,SODIUM CHLORIDE; DEXTROSE,Other,SOLUTION,1747,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1747
INTRAVENOUS,MARKETED,1750,MARKETED,31.12.1951,1951,5% DEXTROSE AND 0.45% SODIUM CHLORIDE,ICU MEDICAL CANADA INC,ICU Medical,00038903,SODIUM CHLORIDE; DEXTROSE,Other,SOLUTION,1750,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1750
ORAL,MARKETED,1802,MARKETED,31.12.1973,1973,CORTISONE ACETATE,"BAUSCH HEALTH, CANADA INC.",Bausch,00280437,CORTISONE ACETATE,Small molecule,TABLET,1802,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1802
ORAL,MARKETED,1812,MARKETED,31.12.1974,1974,LANVIS,ASPEN PHARMACARE CANADA INC.,Aspen,00282081,THIOGUANINE,Small molecule,TABLET,1812,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1812
EPIDURAL,MARKETED,1830,MARKETED,31.12.1965,1965,XYLOCAINE 2% W EPINEPHRINE 1:200000,ASPEN PHARMACARE CANADA INC.,Aspen,00284106,EPINEPHRINE (EPINEPHRINE BITARTRATE); LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION,1830,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1830
ORAL,MARKETED,1889,MARKETED,31.12.1974,1974,OVOL FOR GAS 80 MG TABLET,CHURCH & DWIGHT CANADA CORP,Church & Dwight,00292990,SIMETHICONE,Small molecule,TABLET,1889,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1889
INTRAVENOUS,MARKETED,1905,MARKETED,31.12.1974,1974,SODIUM BICARBONATE INJECTION USP,PFIZER CANADA ULC,Pfizer,00261998,SODIUM BICARBONATE,Small molecule,SOLUTION,1905,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1905
SUBCUTANEOUS; INTRADERMAL,MARKETED,1911,MARKETED,31.12.1963,1963,PHENOL SALINE INJ,ALK-ABELLO INC,ALK,00298409,PHENOL; SODIUM CHLORIDE,Small molecule,LIQUID,1911,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1911
INTRADERMAL; SUBCUTANEOUS,MARKETED,1912,MARKETED,31.12.1963,1963,GLYCERINATED PHENOL SALINE,ALK-ABELLO INC,ALK,00298417,PHENOL; GLYCERINE; SODIUM CHLORIDE,Small molecule,LIQUID,1912,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1912
INTRADERMAL; PERCUTANEOUS; SUBCUTANEOUS,MARKETED,1913,MARKETED,31.12.1963,1963,ALLERGENIC EXTRACT NON POLLENS,ALK-ABELLO INC,ALK-ABELLO,00299979,NON POLLEN,Other,LIQUID,1913,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1913
INTRADERMAL; SUBCUTANEOUS; PERCUTANEOUS,MARKETED,1914,MARKETED,31.12.1963,1963,ALLERGENIC EXTRACT POLLENS,ALK-ABELLO INC,ALK-ABELLO,00299987,POLLEN,Vaccine,LIQUID,1914,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1914
ORAL,MARKETED,1931,MARKETED,31.12.1974,1974,SANDOZ COLCHICINE,SANDOZ CANADA INCORPORATED,Sandoz,00287873,COLCHICINE,Small molecule,TABLET,1931,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1931
OPHTHALMIC,MARKETED,1937,MARKETED,31.12.1974,1974,PRED FORTE,ABBVIE CORPORATION,AbbVie,00301175,PREDNISOLONE ACETATE,Small molecule,SUSPENSION,1937,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1937
INTRAMUSCULAR; INTRAVENOUS,MARKETED,1954,MARKETED,31.12.1974,1974,CORTROSYN INJ 0.25MG,"AMPHASTAR PHARMACEUTICALS, INC.",Amphastar,00022381,TETRACOSACTIDE,Peptides and proteins,POWDER FOR SOLUTION,1954,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=1954
ORAL,MARKETED,2039,MARKETED,31.12.1973,1973,ANAFRANIL,APOTEX INC,Apotex,00324019,CLOMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET,2039,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2039
ORAL,MARKETED,2049,MARKETED,31.12.1975,1975,SINEQUAN,AA PHARMA INC,AA,00326925,DOXEPIN (DOXEPIN HYDROCHLORIDE),Small molecule,CAPSULE,2049,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2049
TOPICAL,MARKETED,2071,MARKETED,31.12.1975,1975,DIPROSONE,ORGANON CANADA INC.,Organon,00323071,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),Small molecule,CREAM,2071,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2071
INTRADERMAL,MARKETED,2087,MARKETED,31.12.1975,1975,TUBERSOL,SANOFI PASTEUR LIMITED,Sanofi Pasteur,00317268,PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN,Peptides and proteins,SOLUTION,2087,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2087
ORAL,MARKETED,2093,MARKETED,31.12.1974,1974,NITROFURANTOIN,AA PHARMA INC,AA,00312738,NITROFURANTOIN,Small molecule,TABLET,2093,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2093
ORAL,MARKETED,2094,MARKETED,31.12.1974,1974,NITROFURANTOIN,AA PHARMA INC,AA,00319511,NITROFURANTOIN,Small molecule,TABLET,2094,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2094
ORAL,MARKETED,2133,MARKETED,31.12.1975,1975,SENOKOT S,INOVA PHARMACEUTICALS (SINGAPORE) PTE. LTD.,INOVA,00026123,SENNOSIDES; DOCUSATE SODIUM,Small molecule,TABLET,2133,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2133
TOPICAL,MARKETED,2138,MARKETED,31.12.1975,1975,EFUDEX,"BAUSCH HEALTH, CANADA INC.",Bausch,00330582,FLUOROURACIL,Small molecule,CREAM,2138,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2138
ORAL,MARKETED,2145,MARKETED,31.12.1975,1975,ALDACTONE 100 MG,PFIZER CANADA ULC,Pfizer,00285455,SPIRONOLACTONE,Small molecule,TABLET,2145,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2145
TOPICAL,MARKETED,2146,MARKETED,31.12.1974,1974,FLAMAZINE,SMITH & NEPHEW INC,Smith & Nephew,00323098,SILVER SULFADIAZINE,Small molecule,CREAM,2146,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2146
RECTAL,MARKETED,2148,MARKETED,31.12.1951,1951,CREO-RECTAL ADULTES/ADULTS,LABORATOIRES CONFAB INC,Confab,00299561,DIPHENYLPYRALINE HYDROCHLORIDE; CAMPHOR; GUAIACOL CARBONATE,Small molecule,SUPPOSITORY,2148,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2148
RECTAL,MARKETED,2150,MARKETED,31.12.1951,1951,CREO-RECTAL ENFANTS/CHILDREN,LABORATOIRES CONFAB INC,Confab,00299596,GUAIACOL CARBONATE; CAMPHOR; DIPHENYLPYRALINE HYDROCHLORIDE,Small molecule,SUPPOSITORY,2150,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2150
INTRAVENOUS,MARKETED,2153,MARKETED,31.12.1975,1975,BICNU,MARCAN PHARMACEUTICALS INC,Marcan,00297763,CARMUSTINE,Small molecule,POWDER FOR SOLUTION,2153,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2153
ORAL,MARKETED,2164,MARKETED,31.12.1975,1975,ANAFRANIL,APOTEX INC,Apotex,00330566,CLOMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET,2164,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2164
INTRADERMAL,MARKETED,2175,MARKETED,31.12.1975,1975,PRE-PEN,ALK-ABELLO INC,ALK,00328693,BENZYLPENICILLOYL-POLYLYSINE,Peptides and proteins,SOLUTION,2175,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2175
ORAL,MARKETED,2211,MARKETED,31.12.1975,1975,IMIPRAMINE,AA PHARMA INC,AA,00312797,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET,2211,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2211
ORAL,MARKETED,2212,MARKETED,31.12.1975,1975,IMIPRAMINE,AA PHARMA INC,AA,00326852,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET,2212,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2212
ORAL,MARKETED,2214,MARKETED,31.12.1975,1975,ELAVIL,AA PHARMA INC,AA,00335061,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,2214,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2214
ORAL,MARKETED,2215,MARKETED,31.12.1975,1975,ELAVIL,AA PHARMA INC,AA,00335088,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,2215,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2215
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2219,MARKETED,31.12.1958,1958,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030600,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION,2219,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2219
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2220,MARKETED,31.12.1962,1962,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030619,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION,2220,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2220
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2221,MARKETED,31.12.1966,1966,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030627,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION,2221,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2221
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2222,MARKETED,31.12.1967,1967,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030635,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION,2222,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2222
ORAL,MARKETED,2233,MARKETED,31.12.1975,1975,TEVA-CLOXACILLIN,TEVA CANADA LIMITED,Teva,00337765,CLOXACILLIN (CLOXACILLIN SODIUM),Small molecule,CAPSULE,2233,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2233
ORAL,MARKETED,2234,MARKETED,31.12.1975,1975,TEVA-CLOXACILLIN,TEVA CANADA LIMITED,Teva,00337773,CLOXACILLIN (CLOXACILLIN SODIUM),Small molecule,CAPSULE,2234,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2234
TOPICAL,MARKETED,2272,MARKETED,31.12.1976,1976,DIPROSONE,ORGANON CANADA INC.,Organon,00344923,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),Small molecule,OINTMENT,2272,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2272
TOPICAL,MARKETED,2317,MARKETED,31.12.1976,1976,ODANS LIQUOR CARBONIS DETERGENS,ODAN LABORATORIES LTD,ODAN,00358495,COAL TAR,Other,SOLUTION,2317,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2317
ORAL,MARKETED,2333,MARKETED,31.12.1976,1976,TEVA-FUROSEMIDE,TEVA CANADA LIMITED,Teva,00337730,FUROSEMIDE,Small molecule,TABLET,2333,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2333
ORAL,MARKETED,2365,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335096,PERPHENAZINE,Small molecule,TABLET,2365,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2365
ORAL,MARKETED,2366,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335118,PERPHENAZINE,Small molecule,TABLET,2366,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2366
ORAL,MARKETED,2367,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335126,PERPHENAZINE,Small molecule,TABLET,2367,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2367
ORAL,MARKETED,2368,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335134,PERPHENAZINE,Small molecule,TABLET,2368,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2368
OPHTHALMIC,MARKETED,2375,MARKETED,31.12.1959,1959,ISOPTO CARPINE,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,00000868,PILOCARPINE HYDROCHLORIDE,Small molecule,LIQUID,2375,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2375
INTRAVENOUS; INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,2390,MARKETED,31.12.1975,1975,ATROPINE SULFATE INJECTION USP,PFIZER CANADA ULC,Pfizer,00328154,ATROPINE SULFATE,Small molecule,SOLUTION,2390,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2390
OPHTHALMIC,MARKETED,2423,MARKETED,31.12.1970,1970,MAXITROL,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,00358177,DEXAMETHASONE; NEOMYCIN (NEOMYCIN SULFATE); POLYMYXIN B SULFATE,Small molecule,OINTMENT,2423,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2423
ORAL,MARKETED,2426,MARKETED,31.12.1976,1976,AMITRIPTYLINE-10,PRO DOC LIMITEE,PRO DOC,00370991,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,2426,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2426
ORAL,MARKETED,2427,MARKETED,31.12.1976,1976,AMITRIPTYLINE-25,PRO DOC LIMITEE,PRO DOC,00371009,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,2427,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2427
ORAL,MARKETED,2444,MARKETED,31.12.1976,1976,IMIPRAMINE,AA PHARMA INC,AA,00360201,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET,2444,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2444
ORAL,MARKETED,2447,MARKETED,31.12.1976,1976,TEVA-FUROSEMIDE,TEVA CANADA LIMITED,Teva,00337749,FUROSEMIDE,Small molecule,TABLET,2447,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2447
ORAL,MARKETED,2467,MARKETED,31.12.1976,1976,APO-CHLORTHALIDONE,APOTEX INC,Apotex,00360279,CHLORTHALIDONE,Small molecule,TABLET,2467,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2467
ORAL,MARKETED,2470,MARKETED,02.04.1980,1980,METHYLDOPA,AA PHARMA INC,AA,00360252,METHYLDOPA,Small molecule,TABLET,2470,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2470
ORAL,MARKETED,2471,MARKETED,31.12.1976,1976,METHYLDOPA,AA PHARMA INC,AA,00360260,METHYLDOPA,Small molecule,TABLET,2471,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2471
ORAL,MARKETED,2472,MARKETED,31.12.1976,1976,APO-FUROSEMIDE,APOTEX INC,Apotex,00362166,FUROSEMIDE,Small molecule,TABLET,2472,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2472
ORAL,MARKETED,2481,MARKETED,31.12.1976,1976,BUSCOPAN,SANOFI CONSUMER HEALTH INC,Sanofi,00363812,HYOSCINE BUTYLBROMIDE,Small molecule,TABLET,2481,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2481
SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,2483,MARKETED,31.12.1976,1976,BUSCOPAN,SANOFI CONSUMER HEALTH INC,Sanofi,00363839,HYOSCINE BUTYLBROMIDE,Small molecule,SOLUTION,2483,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2483
BLOCK/INFILTRATION,MARKETED,2506,MARKETED,31.12.1976,1976,LIGNOSPAN FORTE,SEPTODONT,Septodont,00375799,EPINEPHRINE (EPINEPHRINE BITARTRATE); LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION,2506,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2506
INTRAVENOUS,MARKETED,2527,MARKETED,31.12.1951,1951,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP,PFIZER CANADA ULC,Pfizer,00037869,POTASSIUM CHLORIDE,Small molecule,SOLUTION,2527,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2527
ORAL,MARKETED,2530,MARKETED,31.12.1976,1976,CEENU,BRISTOL-MYERS SQUIBB CANADA,Bristol-Myers Squibb,00360422,LOMUSTINE,Small molecule,CAPSULE,2530,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2530
ORAL,MARKETED,2531,MARKETED,31.12.1976,1976,CEENU,BRISTOL-MYERS SQUIBB CANADA,Bristol-Myers Squibb,00360430,LOMUSTINE,Small molecule,CAPSULE,2531,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2531
BLOCK/INFILTRATION,MARKETED,2541,MARKETED,31.12.1976,1976,LIGNOSPAN STANDARD,SEPTODONT,Septodont,00375780,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION,2541,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=2541
