DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
2039,00324019,ANAFRANIL,CLOMIPRAMINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1973,MARKETED,APOTEX INC,1973
2049,00326925,SINEQUAN,DOXEPIN (DOXEPIN HYDROCHLORIDE),CAPSULE,ORAL,MARKETED,31.12.1975,MARKETED,AA PHARMA INC,1975
2071,00323071,DIPROSONE,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),CREAM,TOPICAL,MARKETED,31.12.1975,MARKETED,ORGANON CANADA INC.,1975
2087,00317268,TUBERSOL,PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN,SOLUTION,INTRADERMAL,MARKETED,31.12.1975,MARKETED,SANOFI PASTEUR LIMITED,1975
2093,00312738,NITROFURANTOIN,NITROFURANTOIN,TABLET,ORAL,MARKETED,31.12.1974,MARKETED,AA PHARMA INC,1974
2094,00319511,NITROFURANTOIN,NITROFURANTOIN,TABLET,ORAL,MARKETED,31.12.1974,MARKETED,AA PHARMA INC,1974
2133,00026123,SENOKOT S,SENNOSIDES; DOCUSATE SODIUM,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,INOVA PHARMACEUTICALS (SINGAPORE) PTE. LTD.,1975
2138,00330582,EFUDEX,FLUOROURACIL,CREAM,TOPICAL,MARKETED,31.12.1975,MARKETED,"BAUSCH HEALTH, CANADA INC.",1975
2145,00285455,ALDACTONE 100 MG,SPIRONOLACTONE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,PFIZER CANADA ULC,1975
2146,00323098,FLAMAZINE,SILVER SULFADIAZINE,CREAM,TOPICAL,MARKETED,31.12.1974,MARKETED,SMITH & NEPHEW INC,1974
2148,00299561,CREO-RECTAL ADULTES/ADULTS,DIPHENYLPYRALINE HYDROCHLORIDE; CAMPHOR; GUAIACOL CARBONATE,SUPPOSITORY,RECTAL,MARKETED,31.12.1951,MARKETED,LABORATOIRES CONFAB INC,1951
2150,00299596,CREO-RECTAL ENFANTS/CHILDREN,GUAIACOL CARBONATE; CAMPHOR; DIPHENYLPYRALINE HYDROCHLORIDE,SUPPOSITORY,RECTAL,MARKETED,31.12.1951,MARKETED,LABORATOIRES CONFAB INC,1951
2153,00297763,BICNU,CARMUSTINE,POWDER FOR SOLUTION,INTRAVENOUS,MARKETED,31.12.1975,MARKETED,MARCAN PHARMACEUTICALS INC,1975
2164,00330566,ANAFRANIL,CLOMIPRAMINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,APOTEX INC,1975
2175,00328693,PRE-PEN,BENZYLPENICILLOYL-POLYLYSINE,SOLUTION,INTRADERMAL,MARKETED,31.12.1975,MARKETED,ALK-ABELLO INC,1975
2211,00312797,IMIPRAMINE,IMIPRAMINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,AA PHARMA INC,1975
2212,00326852,IMIPRAMINE,IMIPRAMINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,AA PHARMA INC,1975
2214,00335061,ELAVIL,AMITRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,AA PHARMA INC,1975
2215,00335088,ELAVIL,AMITRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1975,MARKETED,AA PHARMA INC,1975
2219,00030600,SOLU-CORTEF,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1958,MARKETED,PFIZER CANADA ULC,1958
2220,00030619,SOLU-CORTEF,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1962,MARKETED,PFIZER CANADA ULC,1962
2221,00030627,SOLU-CORTEF,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1966,MARKETED,PFIZER CANADA ULC,1966
2222,00030635,SOLU-CORTEF,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1967,MARKETED,PFIZER CANADA ULC,1967
2233,00337765,TEVA-CLOXACILLIN,CLOXACILLIN (CLOXACILLIN SODIUM),CAPSULE,ORAL,MARKETED,31.12.1975,MARKETED,TEVA CANADA LIMITED,1975
2234,00337773,TEVA-CLOXACILLIN,CLOXACILLIN (CLOXACILLIN SODIUM),CAPSULE,ORAL,MARKETED,31.12.1975,MARKETED,TEVA CANADA LIMITED,1975
2272,00344923,DIPROSONE,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),OINTMENT,TOPICAL,MARKETED,31.12.1976,MARKETED,ORGANON CANADA INC.,1976
2317,00358495,ODANS LIQUOR CARBONIS DETERGENS,COAL TAR,SOLUTION,TOPICAL,MARKETED,31.12.1976,MARKETED,ODAN LABORATORIES LTD,1976
2333,00337730,TEVA-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,TEVA CANADA LIMITED,1976
2365,00335096,PERPHENAZINE,PERPHENAZINE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2366,00335118,PERPHENAZINE,PERPHENAZINE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2367,00335126,PERPHENAZINE,PERPHENAZINE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2368,00335134,PERPHENAZINE,PERPHENAZINE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2375,00000868,ISOPTO CARPINE,PILOCARPINE HYDROCHLORIDE,LIQUID,OPHTHALMIC,MARKETED,31.12.1959,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,1959
2390,00328154,ATROPINE SULFATE INJECTION USP,ATROPINE SULFATE,SOLUTION,INTRAVENOUS; INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,31.12.1975,MARKETED,PFIZER CANADA ULC,1975
2423,00358177,MAXITROL,DEXAMETHASONE; NEOMYCIN (NEOMYCIN SULFATE); POLYMYXIN B SULFATE,OINTMENT,OPHTHALMIC,MARKETED,31.12.1970,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,1970
2426,00370991,AMITRIPTYLINE-10,AMITRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,PRO DOC LIMITEE,1976
2427,00371009,AMITRIPTYLINE-25,AMITRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,PRO DOC LIMITEE,1976
2444,00360201,IMIPRAMINE,IMIPRAMINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2447,00337749,TEVA-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,TEVA CANADA LIMITED,1976
2467,00360279,APO-CHLORTHALIDONE,CHLORTHALIDONE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,APOTEX INC,1976
2470,00360252,METHYLDOPA,METHYLDOPA,TABLET,ORAL,MARKETED,02.04.1980,MARKETED,AA PHARMA INC,1980
2471,00360260,METHYLDOPA,METHYLDOPA,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,AA PHARMA INC,1976
2472,00362166,APO-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,APOTEX INC,1976
2481,00363812,BUSCOPAN,HYOSCINE BUTYLBROMIDE,TABLET,ORAL,MARKETED,31.12.1976,MARKETED,SANOFI CONSUMER HEALTH INC,1976
2483,00363839,BUSCOPAN,HYOSCINE BUTYLBROMIDE,SOLUTION,SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,31.12.1976,MARKETED,SANOFI CONSUMER HEALTH INC,1976
2506,00375799,LIGNOSPAN FORTE,EPINEPHRINE (EPINEPHRINE BITARTRATE); LIDOCAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,MARKETED,31.12.1976,MARKETED,SEPTODONT,1976
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP,POTASSIUM CHLORIDE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1951,MARKETED,PFIZER CANADA ULC,1951
2530,00360422,CEENU,LOMUSTINE,CAPSULE,ORAL,MARKETED,31.12.1976,MARKETED,BRISTOL-MYERS SQUIBB CANADA,1976
2531,00360430,CEENU,LOMUSTINE,CAPSULE,ORAL,MARKETED,31.12.1976,MARKETED,BRISTOL-MYERS SQUIBB CANADA,1976
2541,00375780,LIGNOSPAN STANDARD,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,MARKETED,31.12.1976,MARKETED,SEPTODONT,1976
2568,00382825,RIVOTRIL,CLONAZEPAM,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,CHEPLAPHARM ARZNEIMITTEL GMBH,1977
2569,00382841,RIVOTRIL,CLONAZEPAM,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,CHEPLAPHARM ARZNEIMITTEL GMBH,1977
2570,00386685,LIPIODOL ULTRA FLUID,IODINE (ETHIODIZED OIL),LIQUID,PARENTERAL (UNSPECIFIED); INTRACAVITARY,MARKETED,31.12.1977,MARKETED,GUERBET,1977
2620,00042560,MAXIDEX,DEXAMETHASONE,SUSPENSION,OPHTHALMIC,MARKETED,31.12.1977,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,1977
2657,00362158,DIAZEPAM,DIAZEPAM,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2684,00400688,PROSTIN E2 TABLETS,DINOPROSTONE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,PFIZER CANADA ULC,1977
2723,00386464,PROLOPA CAP 100-25,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE); LEVODOPA,CAPSULE,ORAL,MARKETED,31.12.1977,MARKETED,HOFFMANN-LA ROCHE LIMITED,1977
2724,00386472,PROLOPA CAP 200-50,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE); LEVODOPA,CAPSULE,ORAL,MARKETED,31.12.1977,MARKETED,HOFFMANN-LA ROCHE LIMITED,1977
2743,00364304,ISOCAINE HCL INJ 3%,MEPIVACAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,MARKETED,31.12.1977,MARKETED,NOVOCOL PHARMACEUTICAL OF CANADA INC,1977
2750,00396761,PRIMIDONE,PRIMIDONE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2751,00399310,PRIMIDONE,PRIMIDONE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2780,00400750,SINEQUAN,DOXEPIN (DOXEPIN HYDROCHLORIDE),CAPSULE,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2787,00319724,DEMO-CINEOL ENFANTS/CHILDREN,EUCALYPTOL; CAMPHOR; GUAIACOL; GUAIACOL CARBONATE,SUPPOSITORY,RECTAL,MARKETED,31.12.1977,MARKETED,LABORATOIRES CONFAB INC,1977
2789,00312363,CHLOROMYCETIN SUCCINATE INJECTION,CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE),POWDER FOR SOLUTION,INTRAVENOUS,MARKETED,31.12.1959,MARKETED,SEARCHLIGHT PHARMA INC,1959
2798,00396788,APO-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,APOTEX INC,1977
2828,00393746,PRILOCAINE HCL 4% EPINEPH 1:200000INJ,PRILOCAINE HYDROCHLORIDE; EPINEPHRINE,SOLUTION,BLOCK/INFILTRATION,MARKETED,31.12.1977,MARKETED,NOVOCOL PHARMACEUTICAL OF CANADA INC,1977
2851,00397792,PRO-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1977,APPROVED,PRO DOC LIMITEE,1977
2858,00405345,FLUPHENAZINE,FLUPHENAZINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2860,00405361,FLUPHENAZINE,FLUPHENAZINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2861,00410632,FLUPHENAZINE,FLUPHENAZINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1977,MARKETED,AA PHARMA INC,1977
2863,00343617,ROFACT,RIFAMPIN,CAPSULE,ORAL,MARKETED,31.12.1977,MARKETED,"BAUSCH HEALTH, CANADA INC.",1977
2866,00393444,ROFACT,RIFAMPIN,CAPSULE,ORAL,MARKETED,31.12.1977,MARKETED,"BAUSCH HEALTH, CANADA INC.",1977
2870,00417246,DIPROSONE,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),LOTION,TOPICAL,MARKETED,31.12.1977,MARKETED,ORGANON CANADA INC.,1977
2890,00392545,CONFAB DIMENHYDRINATE 100 MG,DIMENHYDRINATE,SUPPOSITORY,RECTAL,MARKETED,31.12.1974,MARKETED,LABORATOIRES CONFAB INC,1974
2891,00392553,CONFAB DIMENHYDRINATE 50 MG,DIMENHYDRINATE,SUPPOSITORY,RECTAL,MARKETED,31.12.1974,MARKETED,LABORATOIRES CONFAB INC,1974
2902,00037915,DEXTROSE INJECTION USP,DEXTROSE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1978,MARKETED,ICU MEDICAL CANADA INC,1978
2909,00426830,METHYLDOPA,METHYLDOPA,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,AA PHARMA INC,1978
2935,00385484,XYLOCAINE JELLY 2%,LIDOCAINE HYDROCHLORIDE,GEL,TOPICAL,MARKETED,31.12.1978,MARKETED,ASPEN PHARMACARE CANADA INC.,1978
2964,00428833,YF-VAX,YELLOW FEVER VACCINE,POWDER FOR SOLUTION,SUBCUTANEOUS,MARKETED,31.12.1978,MARKETED,SANOFI PASTEUR LIMITED,1978
2982,00380571,LINCTUS CODEINE BLANC,CODEINE PHOSPHATE,SOLUTION,ORAL,MARKETED,31.12.1978,MARKETED,LABORATOIRE ATLAS INC,1978
3002,00426849,FOLIC ACID,FOLIC ACID,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,AA PHARMA INC,1978
3042,00392561,MORPHINE SULFATE INJ 15MG/ML USP,MORPHINE SULFATE,LIQUID,SUBCUTANEOUS; INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1978,MARKETED,SANDOZ CANADA INCORPORATED,1978
3043,00392588,MORPHINE SULFATE INJ 10MG/ML USP,MORPHINE SULFATE,LIQUID,INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,31.12.1978,MARKETED,SANDOZ CANADA INCORPORATED,1978
3076,00271373,WINPRED,PREDNISONE,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,AA PHARMA INC,1978
3088,00392618,MAGNESIUM SULFATE INJECTION USP,MAGNESIUM SULFATE,LIQUID,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1978,MARKETED,SANDOZ CANADA INCORPORATED,1978
3089,00417270,VISKEN,PINDOLOL,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,XEDITON PHARMACEUTICALS INC,1978
3091,00443174,VISKEN,PINDOLOL,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,XEDITON PHARMACEUTICALS INC,1978
3132,00438014,(20 MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,SODIUM CHLORIDE; POTASSIUM CHLORIDE; DEXTROSE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1978,MARKETED,BAXTER CORPORATION,1978
3133,00438022,(40MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,DEXTROSE; SODIUM CHLORIDE; POTASSIUM CHLORIDE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1978,MARKETED,BAXTER CORPORATION,1978
3141,00456349,AMITRIPTYLINE-50,AMITRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,PRO DOC LIMITEE,1978
3156,00443832,DEPAKENE,VALPROIC ACID (SODIUM VALPROATE),SOLUTION,ORAL,MARKETED,31.12.1978,MARKETED,BGP PHARMA ULC,1978
3178,00013285,VALIUM,DIAZEPAM,TABLET,ORAL,MARKETED,31.12.1978,MARKETED,SEARCHLIGHT PHARMA INC,1978
3186,00451207,TIMOPTIC,TIMOLOL (TIMOLOL MALEATE),SOLUTION,OPHTHALMIC,MARKETED,31.12.1979,MARKETED,ELVIUM LIFE SCIENCES,1979
3192,00406775,LITHANE,LITHIUM CARBONATE,CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,SEARCHLIGHT PHARMA INC,1979
3263,00406716,NOVAMOXIN,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,TEVA CANADA LIMITED,1979
3264,00406724,NOVAMOXIN,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,TEVA CANADA LIMITED,1979
3290,00405329,DIAZEPAM,DIAZEPAM,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,AA PHARMA INC,1979
3291,00405337,DIAZEPAM,DIAZEPAM,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,AA PHARMA INC,1979
3319,00465763,MYDFRIN,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,OPHTHALMIC,MARKETED,31.12.1979,MARKETED,ALCON CANADA INC,1979
3344,00452130,NOVAMOXIN,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GRANULES FOR SUSPENSION,ORAL,MARKETED,31.12.1979,MARKETED,TEVA CANADA LIMITED,1979
3348,00463221,LYSODREN,MITOTANE,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,HRA PHARMA RARE DISEASES,1979
3378,00399736,L-ARGININE HYDROCHLORIDE INJECTION,ARGININE HYDROCHLORIDE,LIQUID,INTRAVENOUS,MARKETED,31.12.1973,MARKETED,SANDOZ CANADA INCORPORATED,1973
3383,00402257,STERILE WATER FOR INJECTION USP,WATER,LIQUID,SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,31.12.1978,MARKETED,OMEGA LABORATORIES LIMITED,1978
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,POTASSIUM CHLORIDE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1978,MARKETED,OMEGA LABORATORIES LIMITED,1978
3395,00402230,SODIUM CHLORIDE INJ 23.4%,SODIUM CHLORIDE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1977,MARKETED,OMEGA LABORATORIES LIMITED,1977
3396,00402249,SODIUM CHLORIDE BACTERIOSTATIC INJ,SODIUM CHLORIDE,LIQUID,INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,MARKETED,31.12.1977,MARKETED,OMEGA LABORATORIES LIMITED,1977
3397,00392537,DIMENHYDRINATE INJECTION USP,DIMENHYDRINATE,SOLUTION,INTRAMUSCULAR; INTRAVENOUS,MARKETED,31.12.1973,MARKETED,SANDOZ CANADA INCORPORATED,1973
3409,00464988,POLLINEX R,MODIFIED RAGWEED TYROSINE ADSORBATE,LIQUID,SUBCUTANEOUS,MARKETED,31.12.1979,MARKETED,ALLERGY THERAPEUTICS (UK) LTD,1979
3414,00461733,CARBOLITH,LITHIUM CARBONATE,CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,"BAUSCH HEALTH, CANADA INC.",1979
3429,00481815,ROCALTROL,CALCITRIOL,CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,SEARCHLIGHT PHARMA INC,1979
3430,00481823,ROCALTROL,CALCITRIOL,CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,SEARCHLIGHT PHARMA INC,1979
3453,00465283,HYDREA,HYDROXYUREA,CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,CHEPLAPHARM ARZNEIMITTEL GMBH,1979
3463,00402680,APO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,APOTEX INC,1979
3464,00402737,APO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,APOTEX INC,1979
3465,00402745,APO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,APOTEX INC,1979
3486,00405396,PATENT BLUE SODIUM INJECTION,PATENT BLUE SODIUM,SOLUTION,SUBCUTANEOUS; INTRAVENOUS,MARKETED,31.12.1979,MARKETED,GUERBET,1979
3553,00392693,ATROPINE SULFATE INJECTION USP,ATROPINE SULFATE,SOLUTION,INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,31.12.1979,MARKETED,SANDOZ CANADA INCORPORATED,1979
3554,00392782,ATROPINE SULFATE INJECTION USP,ATROPINE SULFATE,SOLUTION,SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,31.12.1979,MARKETED,SANDOZ CANADA INCORPORATED,1979
3569,00466085,M-M-R II,RUBELLA VIRUS LIVE ATTENUATED (WISTAR RA27/3 STRAIN); MEASLES VIRUS LIVE ATTENUATED (EDMONSTON STRAIN); MUMPS VIRUS LIVE ATTENUATED (JERYL LYNN STRAIN),POWDER FOR SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,31.12.1979,MARKETED,MERCK CANADA INC,1979
3595,00392731,DIMENHYDRINATE INJECTION USP,DIMENHYDRINATE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1973,MARKETED,SANDOZ CANADA INCORPORATED,1973
3677,00445266,SULFATRIM PEDIATRIC,TRIMETHOPRIM; SULFAMETHOXAZOLE,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,AA PHARMA INC,1979
3678,00445274,SULFATRIM,TRIMETHOPRIM; SULFAMETHOXAZOLE,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,AA PHARMA INC,1979
3679,00445282,SULFATRIM DS,TRIMETHOPRIM; SULFAMETHOXAZOLE,TABLET,ORAL,MARKETED,31.12.1979,MARKETED,AA PHARMA INC,1979
3721,00399728,DIAZEPAM INJECTION USP,DIAZEPAM,SOLUTION,INTRAVENOUS; INTRAMUSCULAR,MARKETED,31.12.1980,MARKETED,SANDOZ CANADA INCORPORATED,1980
3743,00481408,NAPHCON A,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,SOLUTION,OPHTHALMIC,MARKETED,31.12.1980,MARKETED,ALCON CANADA INC,1980
3747,00037966,DEXTROSE INJECTION USP,DEXTROSE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1980,MARKETED,ICU MEDICAL CANADA INC,1980
3769,00493392,RIMSO-50,DIMETHYL SULFOXIDE,SOLUTION,INTRAVESICAL,MARKETED,31.12.1980,MARKETED,MYLAN PHARMACEUTICALS ULC,1980
3775,00489867,DORMIPHEN EXTRA-FORT CAPSULE,DIPHENHYDRAMINE HYDROCHLORIDE,CAPSULE,ORAL,MARKETED,31.12.1980,MARKETED,LABORATOIRE LALCO INC.,1980
3781,00505005,FLUORESCITE,FLUORESCEIN (FLUORESCEIN SODIUM),SOLUTION,INTRAVENOUS,MARKETED,31.12.1980,MARKETED,ALCON CANADA INC,1980
3794,00337757,TEVA-CLOXACILLIN,CLOXACILLIN (CLOXACILLIN SODIUM),GRANULES FOR SOLUTION,ORAL,MARKETED,31.12.1980,MARKETED,TEVA CANADA LIMITED,1980
3804,00479934,SCANDONEST 3% PLAIN INJ,MEPIVACAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,MARKETED,31.12.1980,MARKETED,SEPTODONT,1980
3806,00497754,PRO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,PRO DOC LIMITEE,1980
3807,00497762,PRO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,PRO DOC LIMITEE,1980
3808,00497770,PRO-OXAZEPAM,OXAZEPAM,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,PRO DOC LIMITEE,1980
3809,00496723,PRO-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,MARKETED,31.12.1980,APPROVED,PRO DOC LIMITEE,1980
3822,00498785,STERILE WATER FOR IRRIGATION USP,WATER,LIQUID,INTRAPERITONEAL; IRRIGATION,MARKETED,31.12.1980,MARKETED,ICU MEDICAL CANADA INC,1980
3823,00498807,SORBITOL MANNITOL IRRIGATION,MANNITOL; SORBITOL,SOLUTION,IRRIGATION,MARKETED,31.12.1980,MARKETED,ICU MEDICAL CANADA INC,1980
3837,00038083,SODIUM BICARBONATE INJECTION USP,SODIUM BICARBONATE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1979,MARKETED,PFIZER CANADA ULC,1979
3865,00498793,GLYCINE IRRIGATION USP,GLYCINE,SOLUTION,IRRIGATION,MARKETED,31.12.1980,MARKETED,ICU MEDICAL CANADA INC,1980
3883,00509558,EPIPEN,EPINEPHRINE,SOLUTION,INTRAMUSCULAR,MARKETED,31.12.1980,MARKETED,MYLAN SPECIALTY LP,1980
3891,00502790,COTAZYM ECS 8,PROTEASE; LIPASE; AMYLASE,CAPSULE (DELAYED RELEASE),ORAL,MARKETED,31.12.1980,MARKETED,ORGANON CANADA INC.,1980
3906,00042544,MIOSTAT OPHTHALMIC LIQ 0.01%,CARBACHOL,SOLUTION,INTRAOCULAR,MARKETED,31.12.1980,MARKETED,ALCON CANADA INC,1980
3944,00013803,GRAVOL TABLETS,DIMENHYDRINATE,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,CHURCH & DWIGHT CANADA CORP,1980
3945,00342084,TEVA-CEPHALEXIN,CEPHALEXIN (CEPHALEXIN MONOHYDRATE),CAPSULE,ORAL,MARKETED,31.12.1979,MARKETED,TEVA CANADA LIMITED,1979
3946,00342114,TEVA-CEPHALEXIN,CEPHALEXIN (CEPHALEXIN MONOHYDRATE),CAPSULE,ORAL,MARKETED,31.12.1979,APPROVED,TEVA CANADA LIMITED,1979
3991,00511528,MOGADON,NITRAZEPAM,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,AA PHARMA INC,1980
3992,00511536,MOGADON,NITRAZEPAM,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,AA PHARMA INC,1980
3996,00443948,SUPEUDOL 10,OXYCODONE HYDROCHLORIDE,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,SANDOZ CANADA INCORPORATED,1980
4010,00514500,LONITEN 10MG,MINOXIDIL,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,PFIZER CANADA ULC,1980
4011,00514497,LONITEN 2.5MG,MINOXIDIL,TABLET,ORAL,MARKETED,31.12.1980,MARKETED,PFIZER CANADA ULC,1980
4092,00037842,SODIUM CHLORIDE INJECTION USP,SODIUM CHLORIDE,SOLUTION,INTRAVENOUS,MARKETED,31.12.1980,MARKETED,ICU MEDICAL CANADA INC,1980
4114,00500895,NALCROM,CROMOLYN SODIUM,CAPSULE,ORAL,MARKETED,31.12.1981,MARKETED,LUPIN PHARMA CANADA LIMITED,1981
