Origin,Marketing authorisation Number,Drug name,Non proprietary name,Marketing authorisation holder/ applicant,Pharmaceutical form,Administration route,Decision,Decision date,Current status,Non-clinical abridge,Referral
FDA,ANDA091188,DEXAMETHASONE,DEXAMETHASONE,CHARTWELL MOLECULAR,ELIXIR,ORAL,Approved,11.05.2011,authorised,yes,No
FDA,ANDA091190,DARIFENACIN HYDROBROMIDE,DARIFENACIN HYDROBROMIDE,ENDO OPERATIONS,"TABLET, EXTENDED RELEASE",ORAL,Approved,13.03.2015,Discontinued,yes,No
FDA,ANDA091211,ATOVAQUONE AND PROGUANIL HYDROCHLORIDE,ATOVAQUONE,GLENMARK PHARMS LTD,TABLET,ORAL,Approved,12.01.2011,authorised,yes,No
FDA,ANDA091228,PREGABALIN,PREGABALIN,NORVIUM BIOSCIENCE,CAPSULE,ORAL,Approved,20.09.2019,Discontinued,yes,No
FDA,ANDA091229,PREGABALIN,PREGABALIN,SANDOZ INC,CAPSULE,ORAL,Tentative Approval,31.12.2012,None (Tentative Approval),yes,No
FDA,NDA018845,METRONIDAZOLE,METRONIDAZOLE,CHARTWELL MOLECULES,TABLET,ORAL,Approved,18.08.1983,Discontinued,no,No
FDA,ANDA091246,OXACILLIN SODIUM,OXACILLIN SODIUM,SAGENT PHARMS,INJECTABLE,INJECTION,Approved,30.03.2012,Discontinued,yes,No
FDA,ANDA091249,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,ALKEM LABS LTD,TABLET,ORAL,Approved,04.11.2011,authorised,yes,No
FDA,ANDA091279,ARIPIPRAZOLE,ARIPIPRAZOLE,AIPING PHARM INC,TABLET,ORAL,Approved,09.01.2017,Discontinued,yes,No
FDA,ANDA091284,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,SAGENT PHARMS,INJECTABLE,INJECTION,Approved,26.01.2011,authorised,yes,No
FDA,ANDA091288,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,LANNETT CO INC,SYRUP,ORAL,Approved,09.12.2010,Discontinued,yes,No
FDA,ANDA091322,MEFENAMIC ACID,MEFENAMIC ACID,LUPIN LTD,CAPSULE,ORAL,Approved,22.07.2011,authorised,yes,No
FDA,ANDA091329,TRIMETHOBENZAMIDE HYDROCHLORIDE PRESERVATIVE FREE,TRIMETHOBENZAMIDE HYDROCHLORIDE,AM REGENT,INJECTABLE,INJECTION,Approved,08.03.2011,Discontinued,yes,No
FDA,ANDA091344,MINOXIDIL,MINOXIDIL,PERRIGO PHARMA INTL,"AEROSOL, FOAM",TOPICAL,Approved,28.04.2011,authorised,yes,No
FDA,ANDA091354,NICOTINE POLACRILEX,NICOTINE POLACRILEX,PERRIGO R AND D,"GUM, CHEWING",BUCCAL,Approved,20.07.2011,authorised,yes,No
FDA,ANDA091364,ZOLEDRONIC ACID,ZOLEDRONIC ACID,DR REDDYS LABS LTD,INJECTABLE,INJECTION,Tentative Approval,31.10.2011,None (Tentative Approval),yes,No
FDA,ANDA091388,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,27.03.2012,authorised,yes,No
FDA,ANDA091390,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,ZYDUS LIFESCIENCES,TABLET,ORAL,Approved,23.08.2017,authorised,yes,No
FDA,ANDA091395,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,CHARTWELL RX,"TABLET, EXTENDED RELEASE",ORAL,Approved,27.08.2012,authorised,yes,No
FDA,ANDA091417,RILUZOLE,RILUZOLE,SUN PHARM INDS LTD,TABLET,ORAL,Approved,18.06.2013,Discontinued,yes,No
FDA,ANDA091426,SPIRONOLACTONE,SPIRONOLACTONE,AMNEAL PHARMS,TABLET,ORAL,Approved,02.07.2010,authorised,yes,No
FDA,ANDA091480,FAMCICLOVIR,FAMCICLOVIR,APOTEX,TABLET,ORAL,Approved,22.07.2011,authorised,yes,No
FDA,ANDA091487,BUPIVACAINE HYDROCHLORIDE PRESERVATIVE FREE,BUPIVACAINE HYDROCHLORIDE,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,18.10.2011,authorised,yes,No
FDA,ANDA091488,ATRACURIUM BESYLATE PRESERVATIVE FREE,ATRACURIUM BESYLATE,MEITHEAL,INJECTABLE,INJECTION,Approved,17.02.2012,authorised,yes,No
FDA,ANDA091490,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,RHODES PHARMS,TABLET,ORAL,Approved,09.03.2011,authorised,yes,No
FDA,ANDA091496,NITROGLYCERIN,NITROGLYCERIN,PADAGIS ISRAEL,"SPRAY, METERED",SUBLINGUAL,Approved,20.09.2013,authorised,yes,No
FDA,ANDA091498,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,CSPC OUYI PHARM CO,TABLET,ORAL,Approved,29.03.2013,authorised,yes,No
FDA,ANDA091522,GLYCOPYRROLATE,GLYCOPYRROLATE,LGM PHARMA,TABLET,ORAL,Approved,12.03.2012,authorised,yes,No
FDA,ANDA091528,HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE,HOMATROPINE METHYLBROMIDE,NOVEL LABS INC,TABLET,ORAL,Approved,20.04.2011,Discontinued,yes,No
FDA,ANDA091534,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,ZYDUS PHARMS USA INC,INJECTABLE,INJECTION,Approved,22.02.2013,Discontinued,yes,No
FDA,ANDA091542,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,RISING,INJECTABLE,INJECTION,Approved,28.08.2012,Discontinued,yes,No
FDA,ANDA091561,CALCIUM ACETATE,CALCIUM ACETATE,PADAGIS US,TABLET,ORAL,Approved,13.04.2011,authorised,yes,No
FDA,ANDA091567,CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY; CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES; FEXOFENADINE HYDROCHLORIDE ALLERGY; FEXOFENADINE HYDROCHLORIDE HIVES,FEXOFENADINE HYDROCHLORIDE,SUN PHARM INDS,TABLET,ORAL,Approved,06.02.2012,authorised,yes,No
FDA,ANDA091569,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,20.01.2012,authorised,yes,No
FDA,ANDA091572,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,APOTEX INC,"SPRAY, METERED",NASAL,Approved,08.10.2014,authorised,yes,No
FDA,ANDA091612,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TEVA PHARMS USA,TABLET,ORAL,Approved,18.03.2015,authorised,yes,No
FDA,ANDA091613,NAFCILLIN SODIUM,NAFCILLIN SODIUM,EUGIA PHARMA SPECLTS,INJECTABLE,INJECTION,Approved,26.12.2012,authorised,yes,No
FDA,NDA018885,EMBOLEX,DIHYDROERGOTAMINE MESYLATE,NOVARTIS,INJECTABLE,INJECTION,,,Discontinued,no,No
FDA,ANDA091657,TRANEXAMIC ACID,TRANEXAMIC ACID,MYLAN INSTITUTIONAL,INJECTABLE,INJECTION,Approved,03.11.2011,authorised,yes,No
FDA,ANDA091676,OXYTOCIN,OXYTOCIN,SAGENT PHARMS INC,INJECTABLE,INJECTION,Approved,13.07.2018,authorised,yes,No
FDA,ANDA091683,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,SUN PHARM INDS INC,TABLET,ORAL,Approved,27.03.2013,Discontinued,yes,No
FDA,BLA103634,MYOSCINT,IMCIROMAB PENTETATE,CENTOCOR INC,VIAL,VIAL,Approved,03.07.1996,Discontinued,no,No
FDA,BLA103909,TNKASE,TENECTEPLASE,GENENTECH,VIAL,VIAL,Approved,02.06.2000,authorised,no,No
FDA,BLA125103,KEPIVANCE,PALIFERMIN,BIOVITRUM AB,INJECTABLE,INJECTION,Approved,15.12.2004,authorised,no,No
FDA,BLA125147,VECTIBIX,PANITUMUMAB,AMGEN,INJECTABLE,IV (INFUSION),Approved,27.09.2006,authorised,no,No
FDA,BLA125160,CIMZIA,CERTOLIZUMAB PEGOL,UCB INC,INJECTABLE,INJECTION,Approved,22.04.2008,authorised,no,No
FDA,BLA125276,ACTEMRA,TOCILIZUMAB,GENENTECH,INJECTABLE,INJECTION,Approved,08.01.2010,authorised,no,No
FDA,BLA125291,LUMIZYME,ALGLUCOSIDASE ALFA,GENZYME,POWDER,IV (INFUSION),Approved,24.05.2010,authorised,no,No
FDA,NDA018900,METRO I.V. IN PLASTIC CONTAINER,METRONIDAZOLE,B BRAUN,INJECTABLE,INJECTION,Approved,29.09.1983,authorised,no,Yes
FDA,BLA125477,CYRAMZA,RAMUCIRUMAB,ELI LILLY AND CO,INJECTABLE,INJECTION,Approved,21.04.2014,authorised,no,No
FDA,BLA125486,GAZYVA,OBINUTUZUMAB,GENENTECH,INJECTABLE,INJECTION,Approved,01.11.2013,authorised,no,No
FDA,BLA125522,REPATHA,EVOLOCUMAB,AMGEN INC,INJECTABLE,INJECTION,Approved,26.02.2021,authorised,no,TBD
FDA,ANDA200043,ARMODAFINIL,ARMODAFINIL,MYLAN PHARMS INC,TABLET,ORAL,Approved,09.05.2019,authorised,yes,No
FDA,ANDA200148,VINORELBINE TARTRATE,VINORELBINE TARTRATE,RISING,INJECTABLE,INJECTION,Approved,31.08.2012,Discontinued,yes,No
FDA,ANDA200152,ARMODAFINIL,ARMODAFINIL,TEVA PHARMS USA INC,TABLET,ORAL,Tentative Approval,24.09.2014,None (Tentative Approval),yes,No
FDA,ANDA200183,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,HIKMA,INJECTABLE,SUBCUTANEOUS,Approved,16.09.2013,authorised,yes,No
FDA,ANDA200216,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,SUN PHARM,"TABLET, EXTENDED RELEASE",ORAL,Approved,30.11.2020,Discontinued,yes,No
FDA,ANDA200270,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,TORRENT PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,03.06.2011,authorised,yes,No
FDA,NDA018920,M.V.I. PEDIATRIC,ASCORBIC ACID,HOSPIRA,FOR SOLUTION,INTRAVENOUS,Approved,06.04.1983,Discontinued,no,Yes
FDA,NDA018921,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE,BAXTER HLTHCARE,SOLUTION,IRRIGATION,Approved,03.04.1984,authorised,no,Yes
FDA,ANDA200302,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,TARO,LOTION,TOPICAL,Approved,02.07.2012,authorised,yes,No
FDA,NDA200327,TEFLARO,CEFTAROLINE FOSAMIL,ABBVIE,POWDER,INTRAVENOUS,Approved,29.10.2010,authorised,no,Yes
FDA,ANDA200406,LAMIVUDINE,LAMIVUDINE,MICRO LABS LTD,TABLET,ORAL,Tentative Approval,19.12.2024,None (Tentative Approval),yes,No
FDA,ANDA200407,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,DR REDDYS LABS SA,TABLET,ORAL,Approved,25.10.2011,Discontinued,yes,No
FDA,ANDA200430,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,NOSTRUM PHARMS LLC,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,04.04.2023,Discontinued,yes,No
FDA,ANDA200461,IRBESARTAN,IRBESARTAN,APPCO,TABLET,ORAL,Approved,27.09.2012,Discontinued,yes,No
FDA,ANDA200462,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,MYLAN PHARMS INC,"TABLET, EXTENDED RELEASE",ORAL,Approved,15.10.2012,Discontinued,yes,No
FDA,ANDA200477,RISEDRONATE SODIUM,RISEDRONATE SODIUM,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,10.06.2014,Discontinued,yes,No
FDA,ANDA200481,IMIQUIMOD,IMIQUIMOD,COSETTE,CREAM,TOPICAL,Approved,18.04.2011,Discontinued,yes,No
FDA,NDA018924,AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE,HOSPIRA,INJECTABLE,INJECTION,Approved,12.12.1984,Discontinued,no,No
FDA,ANDA200487,BIMATOPROST,BIMATOPROST,SANDOZ,SOLUTION,OPHTHALMIC,Tentative Approval,18.04.2011,None (Tentative Approval),yes,No
FDA,NDA018925,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,EXELA PHARMA,SOLUTION,INTRAVENOUS,Approved,30.03.1984,authorised,no,No
FDA,ANDA200541,NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,LUPIN PHARMS,TABLET,ORAL-28,Approved,25.06.2012,authorised,yes,No
FDA,ANDA200651,GABAPENTIN,GABAPENTIN,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,06.10.2011,authorised,yes,No
FDA,NDA200740,CYSTARAN,CYSTEAMINE HYDROCHLORIDE,LEADIANT BIOSCI INC,SOLUTION/DROPS,OPHTHALMIC,Approved,02.10.2012,authorised,no,Yes
FDA,ANDA200744,TACROLIMUS,TACROLIMUS,FOUGERA PHARMS INC,OINTMENT,TOPICAL,Approved,09.09.2014,authorised,yes,No
FDA,ANDA200792,OXYMORPHONE HYDROCHLORIDE,OXYMORPHONE HYDROCHLORIDE,PAR PHARM,"TABLET, EXTENDED RELEASE",ORAL,Approved,24.10.2014,Discontinued,yes,No
FDA,ANDA200825,RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,WATSON LABS INC,TABLET,ORAL,Approved,21.01.2015,authorised,yes,No
FDA,ANDA200888,IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,STRIDES SOFTGELS,CAPSULE,ORAL,Approved,05.03.2012,authorised,yes,No
FDA,ANDA200904,LINEZOLID,LINEZOLID,SANDOZ,SOLUTION,INTRAVENOUS,Approved,16.07.2015,authorised,yes,No
FDA,ANDA200963,"PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",CODEINE PHOSPHATE,AMNEAL PHARMS,SYRUP,ORAL,Approved,26.08.2015,authorised,yes,No
FDA,ANDA201014,MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE,RISING,INJECTABLE,INJECTION,Approved,11.12.2012,Discontinued,yes,No
FDA,ANDA201022,FAMCICLOVIR,FAMCICLOVIR,MACLEODS PHARMS LTD,TABLET,ORAL,Approved,12.01.2012,authorised,yes,No
FDA,ANDA201211,BROMFENAC SODIUM,BROMFENAC SODIUM,COASTAL PHARMS,SOLUTION/DROPS,OPHTHALMIC,Approved,11.05.2011,Discontinued,yes,No
FDA,ANDA201250,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,TEVA PHARMS USA,INJECTABLE,INJECTION,Approved,23.12.2015,Discontinued,yes,No
FDA,ANDA201273,NIACIN,NIACIN,SUN PHARM,"TABLET, EXTENDED RELEASE",ORAL,Approved,23.04.2014,authorised,yes,No
FDA,NDA018963,CHOLETEC,TECHNETIUM TC-99M MEBROFENIN KIT,BRACCO,INJECTABLE,INJECTION,Approved,21.01.1987,authorised,no,Yes
FDA,ANDA201278,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,RHODES PHARMS,TABLET,ORAL,Approved,28.08.2014,authorised,yes,No
FDA,NDA018965,NAPROSYN,NAPROXEN,ATNAHS PHARMA US,SUSPENSION,ORAL,Approved,23.03.1987,authorised,no,Yes
FDA,ANDA201355,NITROFURANTOIN,NITROFURANTOIN,STRIDES PHARMA,SUSPENSION,ORAL,Approved,14.08.2013,authorised,yes,No
FDA,ANDA201379,MELPHALAN HYDROCHLORIDE,MELPHALAN HYDROCHLORIDE,SAGENT PHARMS INC,INJECTABLE,INJECTION,Approved,28.02.2017,authorised,yes,No
FDA,ANDA201406,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,ANTIBIOTICE,INJECTABLE,INJECTION,Approved,07.12.2015,authorised,yes,No
FDA,ANDA201407,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,LANNETT CO INC,CAPSULE,ORAL,Approved,09.12.2011,authorised,yes,No
FDA,ANDA201450,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,HETERO LABS LTD III,SOLUTION,ORAL,Approved,15.12.2015,authorised,yes,No
FDA,ANDA201463,DRONABINOL,DRONABINOL,LANNETT CO INC,CAPSULE,ORAL,Approved,18.05.2018,Discontinued,yes,No
FDA,ANDA201501,ACYCLOVIR,ACYCLOVIR,XIROMED,OINTMENT,TOPICAL,Approved,29.01.2020,authorised,yes,No
FDA,ANDA201506,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,JUBILANT GENERICS,TABLET,ORAL,Approved,03.04.2012,authorised,yes,No
FDA,NDA018976,LEVATOL,PENBUTOLOL SULFATE,ENDO OPERATIONS,TABLET,ORAL,Approved,30.12.1987,Discontinued,no,Yes
FDA,ANDA201513,SEVELAMER CARBONATE,SEVELAMER CARBONATE,LUPIN LTD,FOR SUSPENSION,ORAL,Approved,23.12.2021,Discontinued,yes,No
FDA,ANDA201522,MONTELUKAST SODIUM,MONTELUKAST SODIUM,CHARTWELL MOLECULAR,TABLET,ORAL,Approved,03.08.2012,authorised,yes,No
FDA,ANDA201580,TRANEXAMIC ACID,TRANEXAMIC ACID,XGEN PHARMS,INJECTABLE,INJECTION,Approved,14.06.2013,authorised,yes,No
