Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
nivolumab and ipilimumab,OPDIVO and YERVOY,08/16/2017,Treatment of mesothelioma,Designated/Approved,,,"YERVOY (ipilimumab), in combination with nivolumab, is indicated for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma.",2020-02-10 00:00:00,2027-02-10 00:00:00,YERVOY (ipilimumab) for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma,Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,' 08543 ' ,United States,595917.0
nivolumab and ipilimumab,OPDIVO and YERVOY,08/16/2017,Treatment of mesothelioma,Designated/Approved,,,"OPDIVO, in combination with ipilimumab, is indicated for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma.",2020-02-10 00:00:00,2027-02-10 00:00:00,OPDIVO (nivolumab) for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma,Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,' 08543 ' ,United States,595917.0
nivolumab; nivolumab,OPDIVO; OPDIVO,2015-02-09 00:00:00,Treatment of hepatocellular carcinoma,Designated/Approved,,,Treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib (Indication withdrawn),09/22/2017,07/23/2021,Treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib (Indication withdrawn),Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,' 08543-5326 ' ,United States,489915.0
nivolumab; nivolumab,OPDIVO; OPDIVO,2015-02-09 00:00:00,Treatment of hepatocellular carcinoma,Designated/Approved,,,"OPDIVO, as a single agent or in combination with ipilimumab, is indicated for the treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.",2020-10-03 00:00:00,,,Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,' 08543-5326 ' ,United States,489915.0
obecabtagene autoleucel,Aucatzyl,2019-04-11 00:00:00,Treatment of acute lymphoblastic leukemia,Designated/Approved,,,treatment of adults with relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL),2024-08-11 00:00:00,2031-08-11 00:00:00,treatment of adults with relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL),"Autolus Incorporated, US subsidiary of Autolus Limited",805 King Farm Boulevard,Suite 550,Rockville,Maryland,' 20850 ' ,United States,708319.0
octreotide (oral),MYCAPSSA (formerly Octreolin),06/17/2010,For the oral treatment of acromegaly,Designated/Approved,,,Mycapssa (octreotide) is indicated for the long-term maintenance treatment in acromegaly patients who have responded to and tolerated treatment with octreotide or lanreotide.,06/26/2020,06/26/2027,long-term maintenance treatment in acromegaly patients who have responded to and tolerated treatment with octreotide or lanreotide,"Chiesi USA, Inc.",175 Regency Woods Place. Suite 600,,Cary,North Carolina,' 27518 ' ,United States,309310.0
ofatumumab,ARZERRA,2009-10-03 00:00:00,Treatment of chronic lymphocytic leukemia,Designated/Approved,,,Treatment of chronic lymphocytic leukemia (CLL) refractory to alemtuzumab and fludarabine,10/26/2009,10/26/2016,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,275809.0
ofatumumab,ARZERRA,2009-10-03 00:00:00,Treatment of chronic lymphocytic leukemia,Designated/Approved,,,For extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL.,01/19/2016,01/19/2023,For extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL.,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,275809.0
ofatumumab,ARZERRA,2009-10-03 00:00:00,Treatment of chronic lymphocytic leukemia,Designated/Approved,,,"ARZERRA (ofatumumab) is indicated, in combination with chlorambucil, for the treatment of previously untreated patients with chronic lymphocytic leukemia (CLL) for whom fludarabine-based therapy is considered inappropriate.",04/17/2014,04/17/2021,"Ofatumumab in combination with chlorambucil, for the treatment of previously untreated patients with chronic lymphocytic leukemia (CLL) for whom fludarabine-based therapy is considered inappropriate.",Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,275809.0
ofatumumab,ARZERRA,2009-10-03 00:00:00,Treatment of chronic lymphocytic leukemia,Designated/Approved,,,Arzerra in combination with fludarabine and cyclophosphamide for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL).,08/30/2016,,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,275809.0
Ofloxacin,Ocuflox Ophthalmic Solution,04/18/1991,Treatment of bacterial corneal ulcers.,Designated/Approved,,,Treatment of bacterial corneal ulcers.,05/22/1996,05/22/2003,,"Allergan, Inc.",2525 Dupont Drive,P.O. Box 19534,Irvine,California,' 92713 ' ,United States,56791.0
olezarsen,Tryngolza,02/14/2024,Treatment of Familial Chylomicronemia Syndrome,Designated/Approved,,,adjunct to diet to reduce triglycerides in adults with familial chylomicronemia syndrome (FCS),12/19/2024,12/19/2031,adjunct to diet to reduce triglycerides in adults with familial chylomicronemia syndrome (FCS),Ionis Pharmaceuticals,2855 Gazelle Court,,Carlsbad,California,' 92010 ' ,United States,953423.0
omidubicel-onlv,Omisirge,05/23/2018,Enhancement of cell engraftment and immune reconstitution in patients receiving hematopoietic stem cell transplant,Designated/Approved,,,for use in adults and pediatric patients 12 years and older with hematologic malignancies who are planned for umbilical cord blood transplantation following myeloablative conditioning to reduce the time to neutrophil recovery and the incidence of infection,04/17/2023,04/17/2030,for use in adults and pediatric patients 12 years and older with hematologic malignancies who are planned for umbilical cord blood transplantation following myeloablative conditioning to reduce the time to neutrophil recovery and the incidence of infection,Gamida Cell Ltd.,P. O. Box 34670,,Jerusalem,,' ' ,Israel,637518.0
onasemnogene abeparvovec,ZOLGENSMA,09/30/2014,Treatment of spinal muscular atrophy,Designated/Approved,,,Indicated for the treatment of pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene.,05/24/2019,05/24/2026,Indicated for the treatment of pediatric patients less than 2 years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene.,"Novartis Gene Therapies, Inc.",2275 Half Day Road Suite 300,,Bannockburn,Illinois,' 60015 ' ,United States,444714.0
Oprelvekin,Neumega,12/17/1996,Prevention of severe chemotherapy-induced thrombocytopenia.,Designated/Approved,,,,11/25/1997,11/25/2004,,"Genetics Institute, Inc.",87 Cambridge Park Drive,,Cambridge,Massachusetts,' 02140 ' ,United States,96796.0
pasireotide,,08/25/2009,Treatment of acromegaly,Designated/Approved,,,Treatment of patients with acromegaly who have had an inadequate response to surgery and/or for whom surgery is not an option,12/15/2014,12/15/2021,Treatment of patients with acromegaly who have had an inadequate response to surgery and/or for whom surgery is not an option,Novartis Pharmaceuticals Corporation,One Health Plaza,"Bldg 104, 3K28",East Hanover,New Jersey,' 07936 ' ,United States,288609.0
Pegaspargase,Oncaspar; Asparlas,10/20/1989,Treatment of acute lymphocytic leukemia.,Designated/Approved,,,ASPARLAS is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years.,12/20/2018,,,Servier Pharmaceuticals LLC,200 Pier Four Blvd,,Boston,Massachusetts,' 02210 ' ,United States,39589.0
Pegaspargase,Oncaspar; Asparlas,10/20/1989,Treatment of acute lymphocytic leukemia.,Designated/Approved,,,Combination chemotherapy for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to native forms of L-asparaginase.,1994-01-02 00:00:00,2001-01-02 00:00:00,,Servier Pharmaceuticals LLC,200 Pier Four Blvd,,Boston,Massachusetts,' 02210 ' ,United States,39589.0
peginterferon alfa-2b,Sylatron,2008-09-04 00:00:00,Treatment of malignant melanoma stages IIb through IV.,Designated/Approved,,,Adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy,03/29/2011,,,"Merck, Sharpe & Dohme Corp.",1 Merck Drive,,Whitehouse Station,New Jersey,' 08889 ' ,United States,249507.0
penpulimab-kcqx,,02/23/2021,Treatment of nasopharyngeal carcinoma,Designated/Approved,,,"in combination with either cisplatin or carboplatin and gemcitabine, for the first-line treatment of adults with recurrent or metastatic non-keratinizing nasopharyngeal carcinoma (NPC); and as a single agent, for the treatment of adults with metastatic non-keratinizing NPC and disease progression on or after platinum-based chemotherapy and at least one other prior line of therapy",04/23/2025,,,"Akeso Biopharma Co., Ltd.","6 Shennong Road, Torch Development Zone",,Zhongshan,Guangdong,' 528437 ' ,China,802020.0
Pentamidine isethionate,Pentam 300,02/28/1984,Treatment of Pneumocystis carinii pneumonia.,Designated/Approved,,,,10/16/1984,10/16/1991,,"Fujisawa USA, Inc.",3 Parkway North Center,,Deerfield,Illinois,' 60015 ' ,United States,1083.0
Pentastarch,Pentaspan,08/28/1985,As an adjunct in leukapheresis to improve the harvesting and increase the yield of leukocytes by centrifugal means.,Designated/Approved,,,,05/19/1987,05/19/1994,,DuPont Pharmaceuticals,E.I. Du Pont De Nemours & Co.,,Wilmington,Delaware,' 19880 ' ,United States,8085.0
phoxillum,,02/14/2014,For use as a replacement solution in patients undergoing continuous renal replacement therapy,Designated/Approved,,,As a replacement solution in Continuous Renal Replacement Therapy (CRRT) and in case of drug poisoning when CRRT is used to remove dialzable substances,01/13/2015,01/13/2022,As a replacement solution in Continuous Renal Replacement Therapy (CRRT) and in case of drug poisoning when CRRT is used to remove dialzable substances,"Gambro Renal Products, Inc.",1845 Mason Avenue,,Daytona Beach,Florida,' 32117 ' ,United States,382012.0
"plasminogen, human-tvmh",Ryplazim,2013-05-03 00:00:00,"Treatment of hypoplasminogenemia, or type I plasminogen deficiency",Designated/Approved,,,Treatment of patients with plasminogen deficiency type 1 (hypoplasminogenemia).,2021-04-06 00:00:00,2028-04-06 00:00:00,Treatment of patients with plasminogen deficiency type 1 (hypoplasminogenemia),"ProMetic BioTherapeutics, Inc.",1330 Piccard Drive,Suite 201,Rockville,Maryland,' 20850 ' ,United States,389112.0
plerixafor,Mozobil (r),2003-10-07 00:00:00,For use to improve the yield of progentor cells in the apheresis product for subsequest stem cell transplantation following myelosuppressive or myeloablative chemotherapy,Designated/Approved,,,To enhance mobilization of hematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with lymphoma and multiple myeloma,12/15/2008,12/15/2015,,Genzyme Corporation,500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,167903.0
prademagene zamikeracel,Zevaskyn,05/24/2017,Treatment of dystrophic Epidermolysis Bullosa,Designated/Approved,,,treatment of wounds in adult and pediatric patients with recessive dystrophic epidermolysis bullosa (RDEB),04/28/2025,,,"Abeona Therapeutics, Inc.",6555 Carnegie Ave.,4th Floor,Cleveland,Ohio,' 44103 ' ,United States,568716.0
Protein C concentrate,Ceprotin,06/23/1992,"For replacement therapy in congenital protein C deficiency for the prevention and treatment of thrombosis, pulmonary emboli, and purpura fulminans.",Designated/Approved,,,Prevention and treatment of venous thrombosis and purpura fulminans,03/30/2007,03/30/2014,,"Baxalta US, Inc.",One Baxter Way,,West Lake Village,California,' 91362 ' ,United States,65392.0
prothrombin complex concentrate (human),Kcentra,12/27/2012,Treatment of patients needing urgent reversal of Vitamin K antagonist therapy for treatment of major bleeding and/or surgical procedures,Designated/Approved,,,"Urgent reversal of acquired coagulation factor deficiency induced by Vitamin K antagonist (VKA, e.g., warfarin) therapy in adult patients with acute major bleeding.",04/29/2013,04/29/2020,"Urgent reversal of acquired coagulation factor deficiency induced by Vitamin K antagonist (VKA, e.g., warfarin) therapy in adult patients with acute major bleeding.",CSL Behring,1020 First Avenue,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,305310.0
prothrombin complex concentrate (human),Kcentra,12/27/2012,Treatment of patients needing urgent reversal of Vitamin K antagonist therapy for treatment of major bleeding and/or surgical procedures,Designated/Approved,,,"Urgent reversal of acquired coagulation factor deficiency induced by vitamin K antagonist (VKA, e.g., warfarin) therapy in adult patients with acute major bleeding or need for an urgent surgery/invasive procedure.",12/13/2013,12/13/2020,"Urgent reversal of acquired coagulation factor deficiency induced by vitamin K antagonist therapy (VKA, e.g., warfarin) in adult patients with the need for urgent surgery/invasive procedure.",CSL Behring,1020 First Avenue,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,305310.0
