Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form
INTRAVENOUS,MARKETED,1746,MARKETED,31.12.1951,1951,DEXTROSE INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00037974,DEXTROSE,Small molecule,SOLUTION
INTRAVENOUS,MARKETED,1747,MARKETED,31.12.1951,1951,5% DEXTROSE AND 0.9% SODIUM CHLORIDE,ICU MEDICAL CANADA INC,ICU Medical,00038946,SODIUM CHLORIDE; DEXTROSE,Other,SOLUTION
INTRAVENOUS,MARKETED,1750,MARKETED,31.12.1951,1951,5% DEXTROSE AND 0.45% SODIUM CHLORIDE,ICU MEDICAL CANADA INC,ICU Medical,00038903,SODIUM CHLORIDE; DEXTROSE,Other,SOLUTION
ORAL,MARKETED,1802,MARKETED,31.12.1973,1973,CORTISONE ACETATE,"BAUSCH HEALTH, CANADA INC.",Bausch,00280437,CORTISONE ACETATE,Small molecule,TABLET
ORAL,MARKETED,1812,MARKETED,31.12.1974,1974,LANVIS,ASPEN PHARMACARE CANADA INC.,Aspen,00282081,THIOGUANINE,Small molecule,TABLET
EPIDURAL,MARKETED,1830,MARKETED,31.12.1965,1965,XYLOCAINE 2% W EPINEPHRINE 1:200000,ASPEN PHARMACARE CANADA INC.,Aspen,00284106,EPINEPHRINE (EPINEPHRINE BITARTRATE); LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,1889,MARKETED,31.12.1974,1974,OVOL FOR GAS 80 MG TABLET,CHURCH & DWIGHT CANADA CORP,Church & Dwight,00292990,SIMETHICONE,Small molecule,TABLET
INTRAVENOUS,MARKETED,1905,MARKETED,31.12.1974,1974,SODIUM BICARBONATE INJECTION USP,PFIZER CANADA ULC,Pfizer,00261998,SODIUM BICARBONATE,Small molecule,SOLUTION
SUBCUTANEOUS; INTRADERMAL,MARKETED,1911,MARKETED,31.12.1963,1963,PHENOL SALINE INJ,ALK-ABELLO INC,ALK,00298409,PHENOL; SODIUM CHLORIDE,Small molecule,LIQUID
INTRADERMAL; SUBCUTANEOUS,MARKETED,1912,MARKETED,31.12.1963,1963,GLYCERINATED PHENOL SALINE,ALK-ABELLO INC,ALK,00298417,PHENOL; GLYCERINE; SODIUM CHLORIDE,Small molecule,LIQUID
INTRADERMAL; PERCUTANEOUS; SUBCUTANEOUS,MARKETED,1913,MARKETED,31.12.1963,1963,ALLERGENIC EXTRACT NON POLLENS,ALK-ABELLO INC,ALK-ABELLO,00299979,NON POLLEN,Other,LIQUID
INTRADERMAL; SUBCUTANEOUS; PERCUTANEOUS,MARKETED,1914,MARKETED,31.12.1963,1963,ALLERGENIC EXTRACT POLLENS,ALK-ABELLO INC,ALK-ABELLO,00299987,POLLEN,Vaccine,LIQUID
ORAL,MARKETED,1931,MARKETED,31.12.1974,1974,SANDOZ COLCHICINE,SANDOZ CANADA INCORPORATED,Sandoz,00287873,COLCHICINE,Small molecule,TABLET
OPHTHALMIC,MARKETED,1937,MARKETED,31.12.1974,1974,PRED FORTE,ABBVIE CORPORATION,AbbVie,00301175,PREDNISOLONE ACETATE,Small molecule,SUSPENSION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,1954,MARKETED,31.12.1974,1974,CORTROSYN INJ 0.25MG,"AMPHASTAR PHARMACEUTICALS, INC.",Amphastar,00022381,TETRACOSACTIDE,Peptides and proteins,POWDER FOR SOLUTION
ORAL,MARKETED,2039,MARKETED,31.12.1973,1973,ANAFRANIL,APOTEX INC,Apotex,00324019,CLOMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2049,MARKETED,31.12.1975,1975,SINEQUAN,AA PHARMA INC,AA,00326925,DOXEPIN (DOXEPIN HYDROCHLORIDE),Small molecule,CAPSULE
TOPICAL,MARKETED,2071,MARKETED,31.12.1975,1975,DIPROSONE,ORGANON CANADA INC.,Organon,00323071,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),Small molecule,CREAM
INTRADERMAL,MARKETED,2087,MARKETED,31.12.1975,1975,TUBERSOL,SANOFI PASTEUR LIMITED,Sanofi Pasteur,00317268,PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN,Peptides and proteins,SOLUTION
ORAL,MARKETED,2093,MARKETED,31.12.1974,1974,NITROFURANTOIN,AA PHARMA INC,AA,00312738,NITROFURANTOIN,Small molecule,TABLET
ORAL,MARKETED,2094,MARKETED,31.12.1974,1974,NITROFURANTOIN,AA PHARMA INC,AA,00319511,NITROFURANTOIN,Small molecule,TABLET
ORAL,MARKETED,2133,MARKETED,31.12.1975,1975,SENOKOT S,INOVA PHARMACEUTICALS (SINGAPORE) PTE. LTD.,INOVA,00026123,SENNOSIDES; DOCUSATE SODIUM,Small molecule,TABLET
TOPICAL,MARKETED,2138,MARKETED,31.12.1975,1975,EFUDEX,"BAUSCH HEALTH, CANADA INC.",Bausch,00330582,FLUOROURACIL,Small molecule,CREAM
ORAL,MARKETED,2145,MARKETED,31.12.1975,1975,ALDACTONE 100 MG,PFIZER CANADA ULC,Pfizer,00285455,SPIRONOLACTONE,Small molecule,TABLET
TOPICAL,MARKETED,2146,MARKETED,31.12.1974,1974,FLAMAZINE,SMITH & NEPHEW INC,Smith & Nephew,00323098,SILVER SULFADIAZINE,Small molecule,CREAM
RECTAL,MARKETED,2148,MARKETED,31.12.1951,1951,CREO-RECTAL ADULTES/ADULTS,LABORATOIRES CONFAB INC,Confab,00299561,DIPHENYLPYRALINE HYDROCHLORIDE; CAMPHOR; GUAIACOL CARBONATE,Small molecule,SUPPOSITORY
RECTAL,MARKETED,2150,MARKETED,31.12.1951,1951,CREO-RECTAL ENFANTS/CHILDREN,LABORATOIRES CONFAB INC,Confab,00299596,GUAIACOL CARBONATE; CAMPHOR; DIPHENYLPYRALINE HYDROCHLORIDE,Small molecule,SUPPOSITORY
INTRAVENOUS,MARKETED,2153,MARKETED,31.12.1975,1975,BICNU,MARCAN PHARMACEUTICALS INC,Marcan,00297763,CARMUSTINE,Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,2164,MARKETED,31.12.1975,1975,ANAFRANIL,APOTEX INC,Apotex,00330566,CLOMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET
INTRADERMAL,MARKETED,2175,MARKETED,31.12.1975,1975,PRE-PEN,ALK-ABELLO INC,ALK,00328693,BENZYLPENICILLOYL-POLYLYSINE,Peptides and proteins,SOLUTION
ORAL,MARKETED,2211,MARKETED,31.12.1975,1975,IMIPRAMINE,AA PHARMA INC,AA,00312797,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2212,MARKETED,31.12.1975,1975,IMIPRAMINE,AA PHARMA INC,AA,00326852,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2214,MARKETED,31.12.1975,1975,ELAVIL,AA PHARMA INC,AA,00335061,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2215,MARKETED,31.12.1975,1975,ELAVIL,AA PHARMA INC,AA,00335088,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2219,MARKETED,31.12.1958,1958,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030600,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2220,MARKETED,31.12.1962,1962,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030619,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2221,MARKETED,31.12.1966,1966,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030627,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,2222,MARKETED,31.12.1967,1967,SOLU-CORTEF,PFIZER CANADA ULC,Pfizer,00030635,HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,2233,MARKETED,31.12.1975,1975,TEVA-CLOXACILLIN,TEVA CANADA LIMITED,Teva,00337765,CLOXACILLIN (CLOXACILLIN SODIUM),Small molecule,CAPSULE
ORAL,MARKETED,2234,MARKETED,31.12.1975,1975,TEVA-CLOXACILLIN,TEVA CANADA LIMITED,Teva,00337773,CLOXACILLIN (CLOXACILLIN SODIUM),Small molecule,CAPSULE
TOPICAL,MARKETED,2272,MARKETED,31.12.1976,1976,DIPROSONE,ORGANON CANADA INC.,Organon,00344923,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),Small molecule,OINTMENT
TOPICAL,MARKETED,2317,MARKETED,31.12.1976,1976,ODANS LIQUOR CARBONIS DETERGENS,ODAN LABORATORIES LTD,ODAN,00358495,COAL TAR,Other,SOLUTION
ORAL,MARKETED,2333,MARKETED,31.12.1976,1976,TEVA-FUROSEMIDE,TEVA CANADA LIMITED,Teva,00337730,FUROSEMIDE,Small molecule,TABLET
ORAL,MARKETED,2365,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335096,PERPHENAZINE,Small molecule,TABLET
ORAL,MARKETED,2366,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335118,PERPHENAZINE,Small molecule,TABLET
ORAL,MARKETED,2367,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335126,PERPHENAZINE,Small molecule,TABLET
ORAL,MARKETED,2368,MARKETED,31.12.1976,1976,PERPHENAZINE,AA PHARMA INC,AA,00335134,PERPHENAZINE,Small molecule,TABLET
OPHTHALMIC,MARKETED,2375,MARKETED,31.12.1959,1959,ISOPTO CARPINE,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,00000868,PILOCARPINE HYDROCHLORIDE,Small molecule,LIQUID
INTRAVENOUS; INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,2390,MARKETED,31.12.1975,1975,ATROPINE SULFATE INJECTION USP,PFIZER CANADA ULC,Pfizer,00328154,ATROPINE SULFATE,Small molecule,SOLUTION
OPHTHALMIC,MARKETED,2423,MARKETED,31.12.1970,1970,MAXITROL,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,00358177,DEXAMETHASONE; NEOMYCIN (NEOMYCIN SULFATE); POLYMYXIN B SULFATE,Small molecule,OINTMENT
ORAL,MARKETED,2426,MARKETED,31.12.1976,1976,AMITRIPTYLINE-10,PRO DOC LIMITEE,PRO DOC,00370991,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2427,MARKETED,31.12.1976,1976,AMITRIPTYLINE-25,PRO DOC LIMITEE,PRO DOC,00371009,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2444,MARKETED,31.12.1976,1976,IMIPRAMINE,AA PHARMA INC,AA,00360201,IMIPRAMINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2447,MARKETED,31.12.1976,1976,TEVA-FUROSEMIDE,TEVA CANADA LIMITED,Teva,00337749,FUROSEMIDE,Small molecule,TABLET
ORAL,MARKETED,2467,MARKETED,31.12.1976,1976,APO-CHLORTHALIDONE,APOTEX INC,Apotex,00360279,CHLORTHALIDONE,Small molecule,TABLET
ORAL,MARKETED,2470,MARKETED,02.04.1980,1980,METHYLDOPA,AA PHARMA INC,AA,00360252,METHYLDOPA,Small molecule,TABLET
ORAL,MARKETED,2471,MARKETED,31.12.1976,1976,METHYLDOPA,AA PHARMA INC,AA,00360260,METHYLDOPA,Small molecule,TABLET
ORAL,MARKETED,2472,MARKETED,31.12.1976,1976,APO-FUROSEMIDE,APOTEX INC,Apotex,00362166,FUROSEMIDE,Small molecule,TABLET
ORAL,MARKETED,2481,MARKETED,31.12.1976,1976,BUSCOPAN,SANOFI CONSUMER HEALTH INC,Sanofi,00363812,HYOSCINE BUTYLBROMIDE,Small molecule,TABLET
SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,2483,MARKETED,31.12.1976,1976,BUSCOPAN,SANOFI CONSUMER HEALTH INC,Sanofi,00363839,HYOSCINE BUTYLBROMIDE,Small molecule,SOLUTION
BLOCK/INFILTRATION,MARKETED,2506,MARKETED,31.12.1976,1976,LIGNOSPAN FORTE,SEPTODONT,Septodont,00375799,EPINEPHRINE (EPINEPHRINE BITARTRATE); LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION
INTRAVENOUS,MARKETED,2527,MARKETED,31.12.1951,1951,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP,PFIZER CANADA ULC,Pfizer,00037869,POTASSIUM CHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,2530,MARKETED,31.12.1976,1976,CEENU,BRISTOL-MYERS SQUIBB CANADA,Bristol-Myers Squibb,00360422,LOMUSTINE,Small molecule,CAPSULE
ORAL,MARKETED,2531,MARKETED,31.12.1976,1976,CEENU,BRISTOL-MYERS SQUIBB CANADA,Bristol-Myers Squibb,00360430,LOMUSTINE,Small molecule,CAPSULE
BLOCK/INFILTRATION,MARKETED,2541,MARKETED,31.12.1976,1976,LIGNOSPAN STANDARD,SEPTODONT,Septodont,00375780,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,2568,MARKETED,31.12.1977,1977,RIVOTRIL,CHEPLAPHARM ARZNEIMITTEL GMBH,CHEPLAPHARM,00382825,CLONAZEPAM,Small molecule,TABLET
ORAL,MARKETED,2569,MARKETED,31.12.1977,1977,RIVOTRIL,CHEPLAPHARM ARZNEIMITTEL GMBH,CHEPLAPHARM,00382841,CLONAZEPAM,Small molecule,TABLET
PARENTERAL (UNSPECIFIED); INTRACAVITARY,MARKETED,2570,MARKETED,31.12.1977,1977,LIPIODOL ULTRA FLUID,GUERBET,Guerbet,00386685,IODINE (ETHIODIZED OIL),Other,LIQUID
OPHTHALMIC,MARKETED,2620,MARKETED,31.12.1977,1977,MAXIDEX,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,00042560,DEXAMETHASONE,Small molecule,SUSPENSION
ORAL,MARKETED,2657,MARKETED,31.12.1977,1977,DIAZEPAM,AA PHARMA INC,AA,00362158,DIAZEPAM,Small molecule,TABLET
ORAL,MARKETED,2684,MARKETED,31.12.1977,1977,PROSTIN E2 TABLETS,PFIZER CANADA ULC,Pfizer,00400688,DINOPROSTONE,Small molecule,TABLET
ORAL,MARKETED,2723,MARKETED,31.12.1977,1977,PROLOPA CAP 100-25,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,00386464,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE); LEVODOPA,Small molecule,CAPSULE
ORAL,MARKETED,2724,MARKETED,31.12.1977,1977,PROLOPA CAP 200-50,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,00386472,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE); LEVODOPA,Small molecule,CAPSULE
BLOCK/INFILTRATION,MARKETED,2743,MARKETED,31.12.1977,1977,ISOCAINE HCL INJ 3%,NOVOCOL PHARMACEUTICAL OF CANADA INC,NOVOCOL,00364304,MEPIVACAINE HYDROCHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,2750,MARKETED,31.12.1977,1977,PRIMIDONE,AA PHARMA INC,AA,00396761,PRIMIDONE,Small molecule,TABLET
ORAL,MARKETED,2751,MARKETED,31.12.1977,1977,PRIMIDONE,AA PHARMA INC,AA,00399310,PRIMIDONE,Small molecule,TABLET
ORAL,MARKETED,2780,MARKETED,31.12.1977,1977,SINEQUAN,AA PHARMA INC,AA,00400750,DOXEPIN (DOXEPIN HYDROCHLORIDE),Small molecule,CAPSULE
RECTAL,MARKETED,2787,MARKETED,31.12.1977,1977,DEMO-CINEOL ENFANTS/CHILDREN,LABORATOIRES CONFAB INC,Confab,00319724,EUCALYPTOL; CAMPHOR; GUAIACOL; GUAIACOL CARBONATE,Small molecule,SUPPOSITORY
INTRAVENOUS,MARKETED,2789,MARKETED,31.12.1959,1959,CHLOROMYCETIN SUCCINATE INJECTION,SEARCHLIGHT PHARMA INC,Searchlight,00312363,CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE),Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,2798,MARKETED,31.12.1977,1977,APO-FUROSEMIDE,APOTEX INC,Apotex,00396788,FUROSEMIDE,Small molecule,TABLET
BLOCK/INFILTRATION,MARKETED,2828,MARKETED,31.12.1977,1977,PRILOCAINE HCL 4% EPINEPH 1:200000INJ,NOVOCOL PHARMACEUTICAL OF CANADA INC,NOVOCOL,00393746,PRILOCAINE HYDROCHLORIDE; EPINEPHRINE,Small molecule,SOLUTION
ORAL,APPROVED,2851,MARKETED,31.12.1977,1977,PRO-FUROSEMIDE,PRO DOC LIMITEE,PRO DOC,00397792,FUROSEMIDE,Small molecule,TABLET
ORAL,MARKETED,2858,MARKETED,31.12.1977,1977,FLUPHENAZINE,AA PHARMA INC,AA,00405345,FLUPHENAZINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2860,MARKETED,31.12.1977,1977,FLUPHENAZINE,AA PHARMA INC,AA,00405361,FLUPHENAZINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2861,MARKETED,31.12.1977,1977,FLUPHENAZINE,AA PHARMA INC,AA,00410632,FLUPHENAZINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,2863,MARKETED,31.12.1977,1977,ROFACT,"BAUSCH HEALTH, CANADA INC.",Bausch,00343617,RIFAMPIN,Small molecule,CAPSULE
ORAL,MARKETED,2866,MARKETED,31.12.1977,1977,ROFACT,"BAUSCH HEALTH, CANADA INC.",Bausch,00393444,RIFAMPIN,Small molecule,CAPSULE
TOPICAL,MARKETED,2870,MARKETED,31.12.1977,1977,DIPROSONE,ORGANON CANADA INC.,Organon,00417246,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),Small molecule,LOTION
RECTAL,MARKETED,2890,MARKETED,31.12.1974,1974,CONFAB DIMENHYDRINATE 100 MG,LABORATOIRES CONFAB INC,Confab,00392545,DIMENHYDRINATE,Small molecule,SUPPOSITORY
RECTAL,MARKETED,2891,MARKETED,31.12.1974,1974,CONFAB DIMENHYDRINATE 50 MG,LABORATOIRES CONFAB INC,Confab,00392553,DIMENHYDRINATE,Small molecule,SUPPOSITORY
INTRAVENOUS,MARKETED,2902,MARKETED,31.12.1978,1978,DEXTROSE INJECTION USP,ICU MEDICAL CANADA INC,ICU Medical,00037915,DEXTROSE,Small molecule,SOLUTION
ORAL,MARKETED,2909,MARKETED,31.12.1978,1978,METHYLDOPA,AA PHARMA INC,AA,00426830,METHYLDOPA,Small molecule,TABLET
TOPICAL,MARKETED,2935,MARKETED,31.12.1978,1978,XYLOCAINE JELLY 2%,ASPEN PHARMACARE CANADA INC.,Aspen,00385484,LIDOCAINE HYDROCHLORIDE,Small molecule,GEL
SUBCUTANEOUS,MARKETED,2964,MARKETED,31.12.1978,1978,YF-VAX,SANOFI PASTEUR LIMITED,Sanofi,00428833,YELLOW FEVER VACCINE,Vaccine,POWDER FOR SOLUTION
ORAL,MARKETED,2982,MARKETED,31.12.1978,1978,LINCTUS CODEINE BLANC,LABORATOIRE ATLAS INC,Atlas,00380571,CODEINE PHOSPHATE,Small molecule,SOLUTION
ORAL,MARKETED,3002,MARKETED,31.12.1978,1978,FOLIC ACID,AA PHARMA INC,AA,00426849,FOLIC ACID,Small molecule,TABLET
SUBCUTANEOUS; INTRAMUSCULAR; INTRAVENOUS,MARKETED,3042,MARKETED,31.12.1978,1978,MORPHINE SULFATE INJ 15MG/ML USP,SANDOZ CANADA INCORPORATED,Sandoz,00392561,MORPHINE SULFATE,Small molecule,LIQUID
INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,3043,MARKETED,31.12.1978,1978,MORPHINE SULFATE INJ 10MG/ML USP,SANDOZ CANADA INCORPORATED,Sandoz,00392588,MORPHINE SULFATE,Small molecule,LIQUID
ORAL,MARKETED,3076,MARKETED,31.12.1978,1978,WINPRED,AA PHARMA INC,AA,00271373,PREDNISONE,Small molecule,TABLET
INTRAMUSCULAR; INTRAVENOUS,MARKETED,3088,MARKETED,31.12.1978,1978,MAGNESIUM SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,00392618,MAGNESIUM SULFATE,Small molecule,LIQUID
ORAL,MARKETED,3089,MARKETED,31.12.1978,1978,VISKEN,XEDITON PHARMACEUTICALS INC,Xediton,00417270,PINDOLOL,Small molecule,TABLET
ORAL,MARKETED,3091,MARKETED,31.12.1978,1978,VISKEN,XEDITON PHARMACEUTICALS INC,Xediton,00443174,PINDOLOL,Small molecule,TABLET
INTRAVENOUS,MARKETED,3132,MARKETED,31.12.1978,1978,(20 MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,BAXTER CORPORATION,Baxter,00438014,SODIUM CHLORIDE; POTASSIUM CHLORIDE; DEXTROSE,Other,SOLUTION
INTRAVENOUS,MARKETED,3133,MARKETED,31.12.1978,1978,(40MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,BAXTER CORPORATION,Baxter,00438022,DEXTROSE; SODIUM CHLORIDE; POTASSIUM CHLORIDE,Other,SOLUTION
ORAL,MARKETED,3141,MARKETED,31.12.1978,1978,AMITRIPTYLINE-50,PRO DOC LIMITEE,Not Reported,00456349,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,3156,MARKETED,31.12.1978,1978,DEPAKENE,BGP PHARMA ULC,BGP,00443832,VALPROIC ACID (SODIUM VALPROATE),Small molecule,SOLUTION
ORAL,MARKETED,3178,MARKETED,31.12.1978,1978,VALIUM,SEARCHLIGHT PHARMA INC,Searchlight,00013285,DIAZEPAM,Small molecule,TABLET
OPHTHALMIC,MARKETED,3186,MARKETED,31.12.1979,1979,TIMOPTIC,ELVIUM LIFE SCIENCES,Elvium,00451207,TIMOLOL (TIMOLOL MALEATE),Small molecule,SOLUTION
ORAL,MARKETED,3192,MARKETED,31.12.1979,1979,LITHANE,SEARCHLIGHT PHARMA INC,Searchlight,00406775,LITHIUM CARBONATE,Small molecule,CAPSULE
ORAL,MARKETED,3263,MARKETED,31.12.1979,1979,NOVAMOXIN,TEVA CANADA LIMITED,Teva,00406716,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),Small molecule,CAPSULE
ORAL,MARKETED,3264,MARKETED,31.12.1979,1979,NOVAMOXIN,TEVA CANADA LIMITED,Teva,00406724,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),Small molecule,CAPSULE
ORAL,MARKETED,3290,MARKETED,31.12.1979,1979,DIAZEPAM,AA PHARMA INC,AA,00405329,DIAZEPAM,Small molecule,TABLET
ORAL,MARKETED,3291,MARKETED,31.12.1979,1979,DIAZEPAM,AA PHARMA INC,AA,00405337,DIAZEPAM,Small molecule,TABLET
OPHTHALMIC,MARKETED,3319,MARKETED,31.12.1979,1979,MYDFRIN,ALCON CANADA INC,Alcon,00465763,PHENYLEPHRINE HYDROCHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,3344,MARKETED,31.12.1979,1979,NOVAMOXIN,TEVA CANADA LIMITED,Teva,00452130,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),Small molecule,GRANULES FOR SUSPENSION
ORAL,MARKETED,3348,MARKETED,31.12.1979,1979,LYSODREN,HRA PHARMA RARE DISEASES,HRA,00463221,MITOTANE,Small molecule,TABLET
INTRAVENOUS,MARKETED,3378,MARKETED,31.12.1973,1973,L-ARGININE HYDROCHLORIDE INJECTION,SANDOZ CANADA INCORPORATED,Sandoz,00399736,ARGININE HYDROCHLORIDE,Peptides and proteins,LIQUID
SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,3383,MARKETED,31.12.1978,1978,STERILE WATER FOR INJECTION USP,OMEGA LABORATORIES LIMITED,OMEGA,00402257,WATER,Other,LIQUID
INTRAVENOUS,MARKETED,3394,MARKETED,31.12.1978,1978,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,OMEGA LABORATORIES LIMITED,Omega,00402206,POTASSIUM CHLORIDE,Small molecule,SOLUTION
INTRAVENOUS,MARKETED,3395,MARKETED,31.12.1977,1977,SODIUM CHLORIDE INJ 23.4%,OMEGA LABORATORIES LIMITED,Omega,00402230,SODIUM CHLORIDE,Other,SOLUTION
INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,MARKETED,3396,MARKETED,31.12.1977,1977,SODIUM CHLORIDE BACTERIOSTATIC INJ,OMEGA LABORATORIES LIMITED,Omega,00402249,SODIUM CHLORIDE,Other,LIQUID
INTRAMUSCULAR; INTRAVENOUS,MARKETED,3397,MARKETED,31.12.1973,1973,DIMENHYDRINATE INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,00392537,DIMENHYDRINATE,Small molecule,SOLUTION
SUBCUTANEOUS,MARKETED,3409,MARKETED,31.12.1979,1979,POLLINEX R,ALLERGY THERAPEUTICS (UK) LTD,ALLERGY THERAPEUTICS,00464988,MODIFIED RAGWEED TYROSINE ADSORBATE,Vaccine,LIQUID
ORAL,MARKETED,3414,MARKETED,31.12.1979,1979,CARBOLITH,"BAUSCH HEALTH, CANADA INC.",Bausch,00461733,LITHIUM CARBONATE,Small molecule,CAPSULE
ORAL,MARKETED,3429,MARKETED,31.12.1979,1979,ROCALTROL,SEARCHLIGHT PHARMA INC,Searchlight,00481815,CALCITRIOL,Small molecule,CAPSULE
ORAL,MARKETED,3430,MARKETED,31.12.1979,1979,ROCALTROL,SEARCHLIGHT PHARMA INC,Searchlight,00481823,CALCITRIOL,Small molecule,CAPSULE
ORAL,MARKETED,3453,MARKETED,31.12.1979,1979,HYDREA,CHEPLAPHARM ARZNEIMITTEL GMBH,CHEPLAPHARM,00465283,HYDROXYUREA,Small molecule,CAPSULE
ORAL,MARKETED,3463,MARKETED,31.12.1979,1979,APO-OXAZEPAM,APOTEX INC,Apotex,00402680,OXAZEPAM,Small molecule,TABLET
ORAL,MARKETED,3464,MARKETED,31.12.1979,1979,APO-OXAZEPAM,APOTEX INC,Apotex,00402737,OXAZEPAM,Small molecule,TABLET
ORAL,MARKETED,3465,MARKETED,31.12.1979,1979,APO-OXAZEPAM,APOTEX INC,Apotex,00402745,OXAZEPAM,Small molecule,TABLET
SUBCUTANEOUS; INTRAVENOUS,MARKETED,3486,MARKETED,31.12.1979,1979,PATENT BLUE SODIUM INJECTION,GUERBET,Guerbet,00405396,PATENT BLUE SODIUM,Other,SOLUTION
INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,3553,MARKETED,31.12.1979,1979,ATROPINE SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,00392693,ATROPINE SULFATE,Small molecule,SOLUTION
SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,3554,MARKETED,31.12.1979,1979,ATROPINE SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,00392782,ATROPINE SULFATE,Small molecule,SOLUTION
