Marketing_authorisation_number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Referral,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Agency
anda213657,,fda,albuterol sulfate,albuterol sulfate,aurobindo pharma ltd,tablet,oral,approved,14.05.2020,2020,discontinued,yes,no,no,aurobindo,,,,FDA
anda213658,,fda,cromolyn sodium,cromolyn sodium,micro labs,solution,inhalation,approved,29.04.2022,2022,authorised,yes,no,no,micro,,,,FDA
anda213659,,fda,brexpiprazole,brexpiprazole,aurobindo pharma ltd,tablet,oral,approved,02.11.2023,2023,discontinued,yes,no,no,aurobindo,,,,FDA
anda213660,,fda,brexpiprazole,brexpiprazole,zydus pharms,tablet,oral,approved,10.01.2023,2023,discontinued,yes,no,no,zydus,,,,FDA
anda213661,,fda,droxidopa,droxidopa,upsher smith labs,capsule,oral,approved,18.02.2021,2021,discontinued,yes,no,no,upsher smith,,,,FDA
anda213662,"indications and usage minocycline hydrochloride tablets are indicated in the treatment of the following infections due to susceptible strains of the designated microorganisms: rocky mountain spotted fever, typhus fever and the typhus group, q fever, rickettsialpox and tick fevers caused by rickettsiae . respiratory tract infections caused by mycoplasma pneumoniae . lymphogranuloma venereum caused by chlamydia trachomatis . psittacosis (ornithosis) due to chlamydia psittaci. trachoma caused by chlamydia trachomatis , although the infectious agent is not always eliminated, as judged by immunofluorescence. inclusion conjunctivitis caused by chlamydia trachomatis . nongonococcal urethritis, endocervical, or rectal infections in adults caused by ureaplasma urealyticum or chlamydia trachomatis. relapsing fever due to borrelia recurrentis . chancroid caused by haemophilus ducreyi plague due to yersinia pestis . tularemia due to francisella tularensis. cholera caused by vibrio cholerae. campylobacter fetus infections caused by campylobacter fetus. brucellosis due to brucella species (in conjunction with streptomycin). bartonellosis due to bartonella bacilliformis. granuloma inguinale caused by calymmatobacterium granulomatis. minocycline is indicated for treatment of infections caused by the following gram-negative microorganisms when bacteriologic testing indicates appropriate susceptibility to the drug: escherichia coli. enterobacter aerogenes . shigella species. acinetobacter species. respiratory tract infection caused by haemophilus influenzae. respiratory tract and urinary tract infections caused by klebsiella species. minocycline hydrochloride tablets are indicated for the treatment of infections caused by the following gram-positive microorganisms when bacteriologic testing indicates appropriate susceptibility to the drug: upper respiratory tract infections caused by streptococcus pneumoniae skin and skin structure infections caused by staphylococcus aureus . (note: minocycline is not the drug of choice in the treatment of any type of staphylococcal infection.) when penicillin is contraindicated, minocycline is an alternative drug in the treatment of the following infections: uncomplicated urethritis in men due to neisseria gonorrhoeae and for the treatment of other gonococcal infections. infections in women caused by neisseria gonorrhoeae. syphilis caused by treponema pallidum subspecies pallidum . yaws caused by treponema pallidum subspecies pertenue . listeriosis due to listeria monocytogenes . anthrax due to bacillus anthracis . vincent’s infection caused by fusobacterium fusiforme . actinomycosis caused by actinomyces israelii . infections caused by clostridium species. in acute intestinal amebiasis , minocycline may be a useful adjunct to amebicides. in severe acne , minocycline may be useful adjunctive therapy. oral minocycline is indicated in the treatment of asymptomatic carriers of neisseria meningitidis to eliminate the meningococci from the nasopharynx. in order to preserve the usefulness of minocycline in the treatment of asymptomatic meningococcal carriers, diagnostic laboratory procedures, including serotyping and susceptibility testing, should be performed to establish the carrier state and the correct treatment. it is recommended that the prophylactic use of minocycline be reserved for situations in which the risk of meningococcal meningitis is high. oral minocycline is not indicated for the treatment of meningococcal infection . although no controlled clinical efficacy studies have been conducted, limited clinical data show that oral minocycline hydrochloride has been used successfully in the treatment of infections caused by mycobacterium marinum . to reduce the development of drug-resistant bacteria and maintain the effectiveness of minocycline hydrochloride tablets and other antibacterial drugs, minocycline hydrochloride tablets should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,minocycline hydrochloride,minocycline hydrochloride,aurobindo pharma ltd,tablet,oral,approved,01.05.2020,2020,authorised,yes,no,no,aurobindo,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the genitourinary system,"<rocky mountain spotted fever>; <typhus>; <q fever>; <rickettsialpox>; <tick-borne diseases>; <respiratory tract infections>; <lymphogranuloma venereum>; <psittacosis>; <trachoma>; <inclusion conjunctivitis>; <urethritis>; <endocervicitis>; <rectal infections>; <relapsing fever>; <chancroid>; <plague>; <tularemia>; <cholera>; <campylobacter infections>; <brucellosis>; <bartonellosis>; <granuloma inguinale>; <urinary tract infections>; <upper respiratory tract infections>; <skin diseases, bacterial>; <gonorrhea>; <syphilis>; <yaws>; <listeriosis>; <anthrax>; <vincent's infection>; <actinomycosis>; <clostridium infections>; <amebiasis>; <acne vulgaris>; <meningococcal infections>; <mycobacterium infections, nontuberculous>",FDA
anda213663,,fda,naproxen sodium and diphenhydramine hydrochloride,diphenhydramine hydrochloride,granule,tablet,oral,approved,24.09.2020,2020,authorised,yes,no,no,granule,,,,FDA
anda213665,,fda,flucytosine,flucytosine,aurobindo pharma ltd,capsule,oral,approved,01.05.2020,2020,authorised,yes,no,no,aurobindo,,,,FDA
anda213667,,fda,hydralazine hydrochloride,hydralazine hydrochloride,hikma,injection,injection,approved,18.12.2020,2020,authorised,yes,no,no,hikma,,,,FDA
anda213669,,fda,brexpiprazole,brexpiprazole,hetero labs ltd v,tablet,oral,approved,20.11.2023,2023,discontinued,yes,no,no,hetero,,,,FDA
anda213672,,fda,plerixafor,plerixafor,eugia pharma,solution,subcutaneous,approved,24.07.2023,2023,authorised,yes,no,no,eugia,,,,FDA
anda213676,"1 indications & usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and is indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. (1.1) for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduce nt-probnp and are expected to improve cardiovascular outcomes. (1.2) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies (14.1)] . 1.2 pediatric heart failure sacubitril and valsartan tablets are indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduce nt-probnp and are expected to improve cardiovascular outcomes.",fda,sacubitril and valsartan,sacubitril,laurus,tablet,oral,approved,28.05.2024,2024,authorised,yes,no,no,laurus,,diseases of the circulatory system,<heart failure>,FDA
anda213680,"1 indications and usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and are indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. ( 1.1 ) for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes. ( 1.2 ) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies (14.1) ]. 1.2 pediatric heart failure sacubitril and valsartan tablets are indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes.",fda,sacubitril and valsartan,sacubitril,biocon pharma,tablet,oral,approved,30.08.2024,2024,authorised,yes,no,no,biocon,,diseases of the circulatory system,<heart failure>,FDA
anda213682,"1 indications and usage sacubitril and valsartan tablet is a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and is indicated: • to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. ( 1.1 ) • for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablet reduce nt-probnp and is expected to improve cardiovascular outcomes. ( 1.2 ) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies (14.1)]. 1.2 pediatric heart failure sacubitril and valsartan tablet is indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablet reduces nt-probnp and is expected to improve cardiovascular outcomes.",fda,sacubitril and valsartan,sacubitril,alembic,tablet,oral,approved,28.05.2024,2024,authorised,yes,no,no,alembic,,diseases of the circulatory system,<heart failure>,FDA
anda213683,,fda,brexpiprazole,brexpiprazole,alembic,tablet,oral,approved,13.01.2025,2025,authorised,yes,no,no,alembic,,,,FDA
anda213688,,fda,sodium chloride 0.9% in plastic container,sodium chloride,fresenius kabi usa,solution,irrigation,approved,24.06.2024,2024,authorised,yes,no,no,fresenius,,,,FDA
anda213692,,fda,brexpiprazole,brexpiprazole,teva pharms usa inc,tablet,oral,approved,11.08.2022,2022,discontinued,yes,no,no,teva,,,,FDA
anda213693,,fda,acetylcysteine,acetylcysteine,glenmark pharms inc,injection,intravenous,approved,03.02.2022,2022,authorised,yes,no,no,glenmark,,,,FDA
anda213694,,fda,perphenazine,perphenazine,jubilant generics,tablet,oral,approved,18.03.2025,2025,authorised,yes,no,no,jubilant,,,,FDA
anda213695,,fda,oseltamivir phosphate,oseltamivir phosphate,jubilant generics,suspension,oral,approved,03.03.2025,2025,authorised,yes,no,no,jubilant,,,,FDA
anda213698,"1 indications and usage glycopyrrolate oral solution is indicated to reduce chronic severe drooling in patients aged 3 to 16 years with neurologic conditions associated with problem drooling (e.g., cerebral palsy). glycopyrrolate is an anticholinergic indicated to reduce chronic severe drooling in patients aged 3 to 16 years with neurologic conditions associated with problem drooling (e.g., cerebral palsy). ( 1 )",fda,glycopyrrolate,glycopyrrolate,annora pharma,solution,oral,approved,05.07.2022,2022,authorised,yes,no,no,annora,,diseases of the nervous system,<neurologic manifestations>,FDA
anda213699,"1 indications and usage naproxen and esomeprazole magnesium delayed-release tablets, a combination of naproxen and esomeprazole magnesium, is indicated in adult and adolescent patients 12 years of age and older weighing at least 38 kg, requiring naproxen for symptomatic relief of arthritis and esomeprazole magnesium to decrease the risk for developing naproxen-associated gastric ulcers. the naproxen component of naproxen and esomeprazole magnesium delayed-release tablet is indicated for relief of signs and symptoms of: osteoarthritis, rheumatoid arthritis and ankylosing spondylitis in adults. juvenile idiopathic arthritis (jia) in adolescent patients. the esomeprazole magnesium component of naproxen and esomeprazole magnesium delayed-release tablet is indicated to decrease the risk of developing naproxen-associated gastric ulcers. limitations of use: do not substitute naproxen and esomeprazole magnesium delayed-release tablets with the single-ingredient products of naproxen and esomeprazole magnesium. naproxen and esomeprazole magnesium delayed-release tablets are not recommended for initial treatment of acute pain because the absorption of naproxen is delayed compared to absorption from other naproxen-containing products. controlled studies do not extend beyond 6 months [see use in specific populations ( 8.4 ), clinical studies ( 14 )]. naproxen and esomeprazole magnesium delayed-release tablet is a combination of naproxen, a non-steroidal anti-inflammatory drug (nsaid), and esomeprazole magnesium, a proton pump inhibitor (ppi) indicated in adult and adolescent patients 12 years of age and older weighing at least 38 kg, requiring naproxen for symptomatic relief of arthritis and esomeprazole magnesium to decrease the risk of developing naproxen-associated gastric ulcers. the naproxen component of naproxen and esomeprazole magnesium delayed-release tablet is indicated for relief of signs and symptoms of: osteoarthritis, rheumatoid arthritis and ankylosing spondylitis in adults. juvenile idiopathic arthritis (jia) in adolescent patients. the esomeprazole magnesium component of naproxen and esomeprazole magnesium delayed-release tablet is indicated to decrease the risk of developing naproxen-associated gastric ulcers. ( 1 ) limitations of use: do not substitute naproxen and esomeprazole magnesium delayed-release tablets with the single-ingredient products of naproxen and esomeprazole magnesium. ( 1 ) naproxen and esomeprazole magnesium delayed-release tablets are not recommended for initial treatment of acute pain because the absorption of naproxen is delayed compared to absorption from other naproxen-containing products. ( 1 ) controlled studies do not extend beyond 6 months. ( 1 )",fda,naproxen and esomeprazole magnesium,esomeprazole magnesium,ajanta pharma ltd,tablet,oral,approved,06.10.2022,2022,authorised,yes,no,no,ajanta,,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,<osteoarthritis>; <rheumatoid arthritis>; <ankylosing spondylitis>; <juvenile idiopathic arthritis>,FDA
anda213703,,fda,,,msn pharmaceuticals inc,,,conditional marketing authorisation,22.11.2021,2021,none (conditional marketing authorisation),yes,,no,msn,,,,FDA
anda213705,,fda,succinylcholine chloride,succinylcholine chloride,accord hlthcare,injection,injection,approved,20.05.2020,2020,discontinued,yes,no,no,accord,,,,FDA
anda213706,,fda,acetazolamide,acetazolamide,torrent,tablet,oral,approved,26.01.2024,2024,discontinued,yes,no,no,torrent,,,,FDA
anda213708,,fda,epinephrine,epinephrine,fresenius kabi usa,solution,intravenous; intraocular; intramuscular; subcutaneous,approved,20.11.2024,2024,authorised,yes,no,no,fresenius,,,,FDA
anda213709,,fda,"dextroamp saccharate, amp aspartate, dextroamp sulfate and amp sulfate",amphetamine aspartate,ascent pharms inc,tablet,oral,approved,22.04.2021,2021,authorised,yes,no,no,ascent,,,,FDA
anda213713,,fda,rifaximin,rifaximin,sandoz inc,tablet,oral,conditional marketing authorisation,29.05.2025,2025,none (conditional marketing authorisation),yes,no,no,sandoz,,,,FDA
anda213714,"1 indications & usage enalapril maleate is an angiotensin-converting enzyme inhibitor indicated for: treatment of hypertension in adults and children older than one month, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) treatment of symptomatic heart failure. ( 1.2 ) treatment of asymptomatic left ventricular dysfunction, to decrease the rate of development of overt heart failure and reduce hospitalization for heart failure. ( 1.3 ) 1.1 hypertension enalapril maleate is indicated for the treatment of hypertension, to lower blood pressure in adults and children older than one month [see pediatric use ( 8.4) and clinical studies ( 14 )]. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including this drug. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than one drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. enalapril maleate is effective alone or in combination with other antihypertensive agents, especially thiazide-type diuretics. the blood pressure lowering effects of enalapril maleate and thiazides are approximately additive. 1.2 heart failure enalapril maleate is indicated for the treatment of symptomatic heart failure, usually in combination with diuretics and digitalis. in these patients, enalapril maleate increases survival and decreases the frequency of hospitalization. 1.3 asymptomatic left ventricular dysfunction in clinically stable asymptomatic patients with left ventricular dysfunction (ejection fraction ≤35 percent), enalapril maleate decreases the rate of development of overt heart failure and decreases the incidence of hospitalization for heart failure.",fda,enalapril maleate,enalapril maleate,alkem labs ltd,solution,oral,approved,30.03.2022,2022,authorised,yes,no,no,alkem,,diseases of the circulatory system,<hypertension>; <heart failure>; <left ventricular dysfunction>,FDA
anda213717,,fda,doxercalciferol,doxercalciferol,eugia pharma,injection,injection,approved,24.01.2022,2022,authorised,yes,no,no,eugia,,,,FDA
anda213718,,fda,brexpiprazole,brexpiprazole,ajanta pharma ltd,tablet,oral,approved,03.02.2023,2023,discontinued,yes,no,no,ajanta,,,,FDA
anda213719,,fda,sacubitril and valsartan,sacubitril,zydus pharms,tablet,oral,approved,09.07.2024,2024,authorised,yes,no,no,zydus,,,,FDA
anda213720,,fda,amphetamine sulfate,amphetamine sulfate,alkem labs ltd,tablet,oral,approved,27.10.2020,2020,authorised,yes,no,no,alkem,,,,FDA
anda213723,,fda,,,macleods pharms ltd,,,conditional marketing authorisation,11.02.2025,2025,none (conditional marketing authorisation),yes,,no,macleods,,,,FDA
anda213724,,fda,hydrocortisone valerate,hydrocortisone valerate,cosette,cream,topical,approved,11.02.2021,2021,authorised,yes,no,no,not reported,,,,FDA
anda213725,,fda,pantoprazole sodium,pantoprazole sodium,sun pharm,suspension,oral,approved,30.06.2020,2020,authorised,yes,no,no,sun,,,,FDA
anda213728,,fda,sacubitril and valsartan,sacubitril,macleods pharms ltd,tablet,oral,approved,16.10.2024,2024,authorised,yes,no,no,macleods,,,,FDA
anda213729,,fda,carglumic acid,carglumic acid,novitium pharma,tablet; suspension,oral,approved,13.10.2021,2021,authorised,yes,no,no,novitium,,,,FDA
anda213730,,fda,clorazepate dipotassium,clorazepate dipotassium,novitium pharma,tablet,oral,approved,16.06.2022,2022,authorised,yes,no,no,novitium,,,,FDA
anda213731,,fda,brexpiprazole,brexpiprazole,apotex,tablet,oral,approved,24.02.2025,2025,discontinued,yes,no,no,apotex,,,,FDA
anda213734,indications and usage metyrosine capsules are indicated in the treatment of patients with pheochromocytoma for: 1. preoperative preparation of patients for surgery. 2. management of patients when surgery is contraindicated. 3. chronic treatment of patients with malignant pheochromocytoma. metyrosine capsules are not recommended for the control of essential hypertension.,fda,metyrosine,metyrosine,amneal,capsule,oral,approved,24.07.2020,2020,authorised,yes,no,no,amneal,,"neoplasms; diseases of the endocrine, nutritional, and metabolic diseases",<pheochromocytoma>,FDA
anda213740,,fda,brexpiprazole,brexpiprazole,msn pharms inc,tablet,oral,conditional marketing authorisation,25.01.2023,2023,none (conditional marketing authorisation),yes,no,no,msn,,,,FDA
anda213757,,fda,olopatadine hydrochloride,olopatadine hydrochloride,hikma,spray,nasal,approved,19.08.2020,2020,discontinued,yes,no,no,hikma,,,,FDA
anda213758,,fda,brexpiprazole,brexpiprazole,anda repository,tablet,oral,approved,25.10.2023,2023,discontinued,yes,no,no,not reported,,,,FDA
anda213761,"1 indications and usage oxycodone hydrochloride oral solution is indicated in adults for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. oxycodone hydrochloride oral solution 100 mg per 5 ml (20 mg/ml) is indicated for the relief of pain in opioid-tolerant patients. limitations of use because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses, [see warnings and precautions (5.2) ] , reserve oxycodone hydrochloride oral solution for use in patients for whom alternative treatment options [e.g., non-opioid analgesics or opioid combination products]: have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia oxycodone hydrochloride oral solution is an opioid agonist indicated in adults for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. ( 1 ) oxycodone hydrochloride oral solution 100 mg per 5 ml (20 mg/ml) is indicated for the relief of pain in opioid-tolerant adults. limitations of use ( 1 ) because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses, reserve oxycodone hydrochloride oral solution for use in patients for whom alternative treatment options [e.g., non-opioid analgesics or opioid combination products]: have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia",fda,oxycodone hydrochloride,oxycodone hydrochloride,quagen,solution,oral,approved,02.06.2021,2021,authorised,yes,no,no,quagen,,"injury, poisoning and certain other consequences of external causes",<not reported>,FDA
anda213762,,fda,arformoterol tartrate,arformoterol tartrate,be pharms,solution,inhalation,approved,22.06.2021,2021,authorised,yes,no,no,not reported,,,,FDA
anda213763,,fda,amphetamine sulfate,amphetamine sulfate,novast labs,tablet,oral,approved,24.08.2020,2020,discontinued,yes,no,no,novast,,,,FDA
anda213764,"1 indications and usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and is indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. ( 1.1 ) for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes. ( 1.2 ) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies ( 14.1 )]. 1.2 pediatric heart failure sacubitril and valsartan tablets is indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes.",fda,sacubitril and valsartan,sacubitril,alkem labs ltd,tablet,oral,approved,16.09.2024,2024,authorised,yes,no,no,alkem,,diseases of the circulatory system,<heart failure>,FDA
anda213766,,fda,calcitonin-salmon,calcitonin salmon,cipla,injection,injection,approved,20.09.2024,2024,authorised,yes,no,no,cipla,,,,FDA
anda213768,,fda,docetaxel,docetaxel,guangdong sunho,injection,injection,approved,13.05.2025,2025,authorised,yes,no,no,sunho,,,,FDA
anda213773,,fda,icatibant acetate,icatibant acetate,alembic,injection,subcutaneous,approved,14.06.2024,2024,authorised,yes,no,no,alembic,,,,FDA
anda213778,,fda,pantoprazole sodium,pantoprazole sodium,aspiro,injection,intravenous,approved,18.05.2022,2022,authorised,yes,no,no,not reported,,,,FDA
anda213782,,fda,brexpiprazole,brexpiprazole,alkem labs ltd,tablet,oral,approved,28.11.2023,2023,discontinued,yes,no,no,alkem,,,,FDA
anda213784,,fda,fluphenazine hydrochloride,fluphenazine hydrochloride,upsher smith labs,tablet,oral,approved,24.10.2022,2022,authorised,yes,no,no,upsher smith,,,,FDA
anda213786,,fda,daptomycin,daptomycin,meitheal,powder,intravenous,approved,29.06.2021,2021,authorised,yes,no,no,meitheal,,,,FDA
anda213788,,fda,brexpiprazole,brexpiprazole,accord hlthcare inc,tablet,oral,conditional marketing authorisation,17.08.2021,2021,none (conditional marketing authorisation),yes,no,no,accord,,,,FDA
anda213792,,fda,ioflupane i-123,ioflupane i-123,curium,solution,intravenous,approved,30.03.2022,2022,authorised,yes,no,no,curium,,,,FDA
anda213794,indications and usage carefully consider the potential benefits and risks of ibuprofen tablets and other treatment options before deciding to use ibuprofen. use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see warnings ). ibuprofen tablets are indicated for relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. ibuprofen tablets are indicated for relief of mild to moderate pain. ibuprofen tablets are also indicated for the treatment of primary dysmenorrhea. controlled clinical trials to establish the safety and effectiveness of ibuprofen tablets in children have not been conducted.,fda,ibuprofen,ibuprofen,aurobindo pharma ltd,tablet,oral,approved,08.05.2020,2020,authorised,yes,no,no,aurobindo,,"diseases of the musculoskeletal system and connective tissue; diseases of the genitourinary system; injury, poisoning and certain other consequences of external causes",<rheumatoid arthritis>; <osteoarthritis>; <pain>; <primary dysmenorrhea>,FDA
anda213796,,fda,doxepin hydrochloride,doxepin hydrochloride,adaptis,capsule,oral,approved,19.04.2022,2022,discontinued,yes,no,no,not reported,,,,FDA
anda213797,,fda,levoleucovorin calcium,levoleucovorin calcium,praxgen,solution,intravenous,approved,02.11.2021,2021,discontinued,yes,no,no,not reported,,,,FDA
anda213798,,fda,tizanidine hydrochloride,tizanidine hydrochloride,rubicon,capsule,oral,approved,27.05.2020,2020,authorised,yes,no,no,rubicon,,,,FDA
anda213803,,fda,sunitinib malate,sunitinib malate,teva pharms usa,capsule,oral,approved,30.11.2021,2021,authorised,yes,no,no,teva,,,,FDA
anda213806,,fda,pentamidine isethionate,pentamidine isethionate,avet lifesciences,injection,injection,approved,07.01.2021,2021,authorised,yes,no,no,avet,,,,FDA
anda213807,,fda,foscarnet sodium,foscarnet sodium,avet lifesciences,injection,injection,approved,05.06.2023,2023,authorised,yes,no,no,avet,,,,FDA
anda213808,"1 indications and usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and is indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure and reduced ejection fraction. ( 1.1 ). for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes. ( 1.2 ) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure and reduced ejection fraction. left ventricular ejection fraction (lvef) is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies ( 14.1 )]. 1.2 pediatric heart failure sacubitril and valsartan tablets is indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes.",fda,sacubitril and valsartan,sacubitril,lupin,tablet,oral,approved,08.01.2025,2025,authorised,yes,no,no,lupin,,diseases of the circulatory system,<heart failure>,FDA
anda213810,"indications and usage succinylcholine chloride is indicated as an adjunct to general anesthesia, to facilitate tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation.",fda,succinylcholine chloride,succinylcholine chloride,aspiro,injection,injection,approved,04.05.2020,2020,authorised,yes,no,no,not reported,,diseases of the nervous system; diseases of the respiratory system; diseases of the musculoskeletal system and connective tissue,not reported,FDA
anda213812,,fda,eplerenone,eplerenone,annora pharma,tablet,oral,approved,02.06.2023,2023,authorised,yes,no,no,annora,,,,FDA
anda213813,1 indications and usage dexmethylphenidate hydrochloride extended-release capsules are indicated for the treatment of attention deficit hyperactivity disorder (adhd) [see clinical studies (14 )]. dexmethylphenidate hydrochloride extended-release capsules are a central nervous system (cns) stimulant indicated for the treatment of attention deficit hyperactivity disorder (adhd) ( 1 ),fda,dexmethylphenidate hydrochloride,dexmethylphenidate hydrochloride,granule,capsule,oral,approved,09.09.2020,2020,authorised,yes,no,no,granule,,mental and behavioural disorders,<attention deficit hyperactivity disorder>,FDA
anda213814,,fda,sildenafil citrate,sildenafil citrate,chartwell rx,suspension,oral,approved,29.04.2021,2021,authorised,yes,no,no,chartwell,,,,FDA
anda213815,,fda,ramelteon,ramelteon,appco,tablet,oral,approved,26.10.2020,2020,authorised,yes,no,no,appco,,,,FDA
